State,Trades,Win_15Pct,Stop_7Pct,Avg_Rule_Return
Regime <= 40 (No Ignition),23435,22.66268401962876,50.48005120546192,0.4539053579453261
Regime <= 40 (IGNITION ACTIVE),4658,21.189351653069988,52.232717904680115,0.15655641474371593
