Date,Symbol,EntryPrice,StopPrice7Pct,TargetPrice25Pct,ForwardReturn10D,ForwardReturn20D,ForwardReturn30D,MaxFavorableMove30D,MaxAdverseMove30D,TargetDay,StopDay,TradeResult,TradeReturnRuleBased
2021-03-23,AAVAS-EQ,2405.45,2237.068,3006.812,-0.661,-7.049,-8.188,4.721,-11.694,,12.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,ACC-EQ,1913.75,1779.788,2392.188,3.548,-3.605,-1.466,5.701,-6.871,,,NEITHER_IN_30D,-1.466
2021-03-23,ALEMBICLTD-EQ,113.4,105.462,141.75,-7.231,-1.014,17.637,26.367,-12.698,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,ALKYLAMINE-EQ,2333.34,2170.006,2916.675,5.442,16.227,41.984,50.857,-8.399,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,AMBUJACEM-EQ,304.45,283.138,380.562,5.37,-0.361,2.266,8.359,-6.29,,,NEITHER_IN_30D,2.266
2021-03-23,ATUL-EQ,7024.6,6532.878,8780.75,13.503,17.681,17.052,22.569,-2.627,,,NEITHER_IN_30D,17.052
2021-03-23,BANDHANBNK-EQ,364.65,339.124,455.812,-2.633,-14.123,-18.84,1.741,-21.843,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,BERGEPAINT-EQ,620.42,576.991,775.525,2.41,-2.969,-2.869,3.828,-7.173,,18.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,BIL-EQ,163.0,151.59,203.75,36.994,16.963,28.282,52.761,-6.411,7.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-23,EBBETF0431-EQ,1005.05,934.696,1256.312,2.244,2.423,3.025,3.179,0.085,,,NEITHER_IN_30D,3.025
2021-03-23,ICRA-EQ,3471.2,3228.216,4339.0,2.066,-8.814,-6.557,14.793,-9.772,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,LIQUIDIETF-EQ,1000.0,930.0,1250.0,0.0,0.0,-0.04,0.005,-0.9,,,NEITHER_IN_30D,-0.04
2021-03-23,METROPOLIS-EQ,514.56,478.541,643.2,15.732,13.501,10.84,26.564,-3.745,12.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-23,PIDILITIND-EQ,894.03,831.448,1117.538,6.574,2.746,3.288,7.854,-1.961,,,NEITHER_IN_30D,3.288
2021-03-23,ROSSARI-EQ,1111.3,1033.509,1389.125,2.137,1.012,12.976,21.349,-9.534,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-23,TCI-EQ,265.1,246.543,331.375,0.472,0.396,7.676,9.77,-9.091,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-24,21STCENMGM-EQ,15.0,13.95,18.75,-13.667,-19.333,-12.333,2.0,-22.0,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-24,AARTIIND-EQ,575.15,534.89,718.938,6.525,18.573,31.129,37.703,-2.434,24.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-24,GRPLTD-EQ,217.21,202.005,271.512,-1.372,-7.932,8.526,16.017,-10.732,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-24,LICNETFSEN-EQ,550.58,512.039,688.225,1.348,-6.826,-2.421,12.609,-10.286,,12.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-24,NIBL-EQ,15.75,14.647,19.688,61.905,19.365,52.063,69.841,0.0,5.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-24,PRIVISCL-EQ,798.4,742.512,998.0,14.517,11.348,35.308,37.569,-0.946,25.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-24,TCI-EQ,269.85,250.96,337.312,4.447,-1.149,5.392,7.838,-10.691,,1.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-24,WHEELS-EQ,482.2,448.446,602.75,-6.626,-9.882,-2.167,3.194,-16.031,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-24,ZYDUSWELL-EQ,395.73,368.029,494.662,6.009,6.274,6.671,16.19,-2.711,,,NEITHER_IN_30D,6.671
2021-03-25,ABBOTINDIA-EQ,14893.3,13850.769,18616.625,1.05,1.877,8.494,9.438,-2.063,,,NEITHER_IN_30D,8.494
2021-03-25,ATUL-EQ,7090.7,6594.351,8863.375,9.57,18.851,16.398,21.427,-2.675,,,NEITHER_IN_30D,16.398
2021-03-25,BBOX-EQ,232.71,216.42,290.888,25.873,42.577,21.692,50.402,-1.59,6.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-25,LIQUIDIETF-EQ,1000.0,930.0,1250.0,0.0,0.0,0.0,0.005,-0.9,,,NEITHER_IN_30D,0.0
2021-03-26,BALKRISIND-EQ,1648.8,1533.384,2061.0,1.519,7.06,14.999,19.178,-5.871,,,NEITHER_IN_30D,14.999
2021-03-26,BBOX-EQ,234.71,218.28,293.388,19.228,38.562,16.599,49.12,-1.564,5.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-26,GODREJCP-EQ,710.25,660.532,887.812,1.866,-1.147,19.93,25.59,-3.203,29.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-26,LIQUIDETF-EQ,1000.0,930.0,1250.0,0.0,0.001,0.0,0.001,-12.3,,26.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-26,NBIFIN-EQ,1871.95,1740.914,2339.938,-10.425,4.704,6.977,8.977,-13.168,,9.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,ABBOTINDIA-EQ,15086.5,14030.445,18858.125,-1.105,0.433,7.493,8.037,-3.318,,,NEITHER_IN_30D,7.493
2021-03-30,BBOX-EQ,245.89,228.678,307.362,19.497,29.216,5.734,42.34,0.045,5.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-30,ECLERX-EQ,358.55,333.452,448.188,5.45,15.825,11.357,23.182,0.569,,,NEITHER_IN_30D,11.357
2021-03-30,ESSENTIA-EQ,0.35,0.325,0.438,2.857,17.143,14.286,20.0,-11.429,,15.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,GILLETTE-EQ,5772.6,5368.518,7215.75,-4.493,-4.847,-4.753,2.899,-6.455,,,NEITHER_IN_30D,-4.753
2021-03-30,GODREJAGRO-EQ,512.9,476.997,641.125,-2.574,-2.642,6.317,16.241,-6.415,,,NEITHER_IN_30D,6.317
2021-03-30,GODREJCP-EQ,726.5,675.645,908.125,1.383,-4.783,15.822,22.78,-5.368,,,NEITHER_IN_30D,15.822
2021-03-30,JSWSTEEL-EQ,467.45,434.728,584.312,34.581,53.567,52.829,65.365,-1.316,6.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-30,KANSAINER-EQ,394.13,366.541,492.662,-3.907,-5.995,-5.81,3.182,-10.098,,12.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,METROPOLIS-EQ,562.0,522.66,702.5,8.359,6.541,2.621,15.881,-4.714,,,NEITHER_IN_30D,2.621
2021-03-30,SHREECEM-EQ,29500.0,27435.0,36875.0,2.73,-5.388,-7.362,8.637,-10.136,,21.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,SREEL-EQ,152.15,141.499,190.188,-7.69,-9.004,-6.342,2.169,-11.107,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,TEAMLEASE-EQ,3745.0,3482.85,4681.25,-11.304,-13.019,-13.113,3.925,-26.178,,8.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,TITAN-EQ,1549.95,1441.453,1937.438,-0.736,-3.761,-5.268,4.39,-9.671,,21.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,VCL-EQ,20.98,19.511,26.225,-11.201,1.287,14.156,15.586,-12.393,,10.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-30,VGUARD-EQ,246.3,229.059,307.875,-5.4,-9.419,-10.11,6.374,-11.084,,8.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,BALKRISIND-EQ,1686.05,1568.026,2107.562,0.077,5.774,25.586,26.331,-7.951,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,BAYERCROP-EQ,5290.05,4919.746,6612.562,-2.819,-0.207,0.198,5.239,-5.294,,,NEITHER_IN_30D,0.198
2021-03-31,BBOX-EQ,258.18,240.107,322.725,13.049,24.111,0.813,35.564,-4.33,5.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-31,EBBETF0431-EQ,1022.95,951.344,1278.688,0.523,0.899,1.549,1.559,-0.557,,,NEITHER_IN_30D,1.549
2021-03-31,ECLERX-EQ,367.67,341.933,459.588,5.706,14.823,8.304,20.127,-0.77,,,NEITHER_IN_30D,8.304
2021-03-31,GALAXYSURF-EQ,2540.0,2362.2,3175.0,1.079,14.091,23.959,29.713,-3.898,29.0,,TARGET_25_BEFORE_STOP,25.0
2021-03-31,GILLETTE-EQ,5888.45,5476.258,7360.562,-6.507,-7.415,-6.654,0.111,-8.295,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,GODFRYPHLP-EQ,305.35,283.976,381.688,-4.939,-5.954,-0.819,2.07,-8.138,,11.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,GODREJAGRO-EQ,524.0,487.32,655.0,-5.219,-4.571,4.647,13.779,-8.397,,11.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,LIQUIDIETF-EQ,1000.0,930.0,1250.0,0.0,0.0,0.0,0.005,-0.9,,,NEITHER_IN_30D,0.0
2021-03-31,MAHLIFE-EQ,174.36,162.155,217.95,-15.204,-12.187,-6.641,1.738,-19.053,,5.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,NBIFIN-EQ,1970.0,1832.1,2462.5,-7.929,-0.65,1.759,3.553,-17.49,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,TEAMLEASE-EQ,3779.0,3514.47,4723.75,-13.797,-12.526,-12.497,2.99,-26.842,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,VAKRANGEE-EQ,56.05,52.126,70.062,2.944,-9.188,-9.188,19.179,-12.132,,13.0,STOP_7_BEFORE_TARGET,-7.0
2021-03-31,VGUARD-EQ,251.4,233.802,314.25,-6.344,-11.158,-10.243,4.216,-12.888,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-01,360ONE-EQ,327.24,304.333,409.05,-14.265,-13.629,-15.435,3.746,-18.904,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-01,AAKASH-EQ,13.09,12.174,16.362,2.521,10.466,18.946,20.321,-1.833,,,NEITHER_IN_30D,18.946
2021-04-01,ATUL-EQ,7340.0,6826.2,9175.0,3.948,11.03,15.973,17.302,-0.191,,,NEITHER_IN_30D,15.973
2021-04-01,EBBETF0430-EQ,1137.0,1057.41,1421.25,0.836,1.143,1.68,1.759,-0.352,,,NEITHER_IN_30D,1.68
2021-04-01,HEIDELBERG-EQ,238.5,221.805,298.125,-4.486,1.488,2.746,7.338,-5.975,,,NEITHER_IN_30D,2.746
2021-04-01,JSWSTEEL-EQ,508.75,473.138,635.938,21.042,40.619,38.742,51.941,-1.091,4.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-01,KSCL-EQ,528.0,491.04,660.0,8.883,13.845,44.186,54.669,-3.409,24.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-01,RELAXO-EQ,909.0,845.37,1136.25,-3.63,-2.129,11.326,13.861,-7.481,,10.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-01,SBIETFIT-EQ,265.0,246.45,331.25,-0.377,-2.717,-1.151,6.038,-18.868,,19.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-01,SRF-EQ,1148.27,1067.891,1435.338,8.616,16.845,11.715,21.905,-2.81,,,NEITHER_IN_30D,11.715
2021-04-01,THYROCARE-EQ,316.6,294.438,395.75,10.524,10.035,8.196,17.394,-0.401,,,NEITHER_IN_30D,8.196
2021-04-01,TIMKEN-EQ,1308.0,1216.44,1635.0,2.691,4.45,-2.022,10.398,-6.33,,,NEITHER_IN_30D,-2.022
2021-04-01,VAKRANGEE-EQ,58.6,54.498,73.25,-6.399,-14.078,-13.737,13.993,-15.956,,11.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,BBOX-EQ,280.38,260.753,350.475,14.038,11.285,-1.337,24.831,-11.905,,27.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,BRITANNIA-EQ,3700.35,3441.325,4625.438,0.799,-6.722,-7.507,4.044,-8.224,,17.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,GULPOLY-EQ,89.75,83.468,112.188,11.376,42.017,59.008,66.34,-5.292,12.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-05,HCLTECH-EQ,1033.5,961.155,1291.875,-6.986,-12.008,-10.556,2.061,-13.788,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,JSWSTEEL-EQ,517.5,481.275,646.875,19.923,38.686,34.203,49.372,0.609,11.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-05,LTM-EQ,4269.5,3970.635,5336.875,-7.032,-8.3,-13.954,4.228,-17.438,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,NEWGEN-EQ,155.28,144.41,194.1,2.943,5.358,10.046,15.263,-6.588,,,NEITHER_IN_30D,10.046
2021-04-05,NIBL-EQ,21.0,19.53,26.25,-10.0,5.952,-6.905,27.381,-22.619,5.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-05,SBIETFIT-EQ,265.8,247.194,332.25,-1.919,-2.163,-1.467,5.719,-19.112,,18.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,SBIETFQLTY-EQ,127.25,118.342,159.062,-1.218,-2.122,2.043,6.09,-4.047,,,NEITHER_IN_30D,2.043
2021-04-05,SHREECEM-EQ,30358.2,28233.126,37947.75,-3.418,-8.281,-9.381,5.566,-12.676,,11.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,TATAELXSI-EQ,2855.8,2655.894,3569.75,5.046,34.619,26.721,43.217,-1.88,19.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-05,THYROCARE-EQ,338.52,314.824,423.15,0.644,3.563,1.403,9.793,-3.486,,,NEITHER_IN_30D,1.403
2021-04-05,TVTODAY-EQ,279.35,259.796,349.188,-2.381,2.166,14.391,19.706,-5.155,,,NEITHER_IN_30D,14.391
2021-04-05,VAKRANGEE-EQ,59.9,55.707,74.875,-11.185,-15.275,-18.364,11.519,-18.865,,9.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-05,VCL-EQ,21.98,20.441,27.475,-13.558,-1.592,13.74,15.924,-16.379,,5.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,ASIANPAINT-EQ,2611.6,2428.788,3264.5,-3.842,-2.395,8.458,9.282,-4.733,,,NEITHER_IN_30D,8.458
2021-04-06,DHANUKA-EQ,737.1,685.503,921.375,0.441,9.483,21.076,29.162,-6.119,25.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,FLUOROCHEM-EQ,621.3,577.809,776.625,16.651,30.927,33.752,39.707,-1.658,6.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,GLENMARK-EQ,507.65,472.114,634.562,11.711,12.312,19.62,26.071,-4.491,22.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,IRCON-EQ,45.4,42.222,56.75,-4.185,-2.974,12.775,18.943,-6.167,,,NEITHER_IN_30D,12.775
2021-04-06,JSWSTEEL-EQ,537.45,499.828,671.812,19.22,35.789,29.91,43.827,-0.791,14.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,LAURUSLABS-EQ,396.6,368.838,495.75,14.41,21.344,23.185,27.118,2.118,18.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,MAITHANALL-EQ,617.75,574.507,772.188,16.851,30.838,22.218,42.42,0.202,13.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,NEWGEN-EQ,158.7,147.591,198.375,-1.575,6.868,12.76,13.422,-8.601,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,PIDILITIND-EQ,937.2,871.596,1171.5,-4.727,-3.971,5.527,6.274,-6.477,,,NEITHER_IN_30D,5.527
2021-04-06,RAMCOCEM-EQ,1042.15,969.2,1302.688,-6.439,-6.266,-4.894,6.511,-11.241,,8.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,RELAXO-EQ,951.5,884.895,1189.375,-4.908,-6.033,8.802,14.03,-11.613,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,SBIETFIT-EQ,267.25,248.542,334.062,-2.395,-1.347,-1.328,5.145,-19.551,,17.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,SBIETFQLTY-EQ,127.5,118.575,159.375,-1.765,-0.902,2.039,5.882,-4.235,,,NEITHER_IN_30D,2.039
2021-04-06,SMSPHARMA-EQ,134.75,125.318,168.438,15.325,17.217,13.692,21.67,-9.239,,8.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,SRF-EQ,1222.33,1136.767,1527.912,-0.051,12.296,5.566,14.519,-3.381,,,NEITHER_IN_30D,5.566
2021-04-06,STYRENIX-EQ,1030.6,958.458,1288.25,10.843,19.789,30.584,43.121,-5.676,27.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-06,TATACONSUM-EQ,674.55,627.331,843.188,-1.342,-3.18,-3.684,3.476,-8.976,,21.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,TVTODAY-EQ,289.35,269.096,361.688,-6.325,-1.417,14.36,16.71,-8.433,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,VAKRANGEE-EQ,61.7,57.381,77.125,-13.452,-16.451,-22.69,8.266,-23.015,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,VCL-EQ,22.48,20.906,28.1,-14.146,-2.58,11.432,13.345,-18.238,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-06,ZOTA-EQ,153.8,143.034,192.25,8.257,-1.235,-2.861,13.427,-6.99,,,NEITHER_IN_30D,-2.861
2021-04-06,ZYDUSLIFE-EQ,456.5,424.545,570.625,21.041,31.818,34.315,47.579,-0.515,10.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-07,ATUL-EQ,7892.55,7340.072,9865.688,-0.683,5.318,9.569,11.514,-6.938,,,NEITHER_IN_30D,9.569
2021-04-07,BSE-EQ,67.38,62.663,84.225,-1.321,15.747,29.905,30.929,-7.109,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,DABUR-EQ,553.2,514.476,691.5,1.22,-3.362,-3.606,5.188,-6.128,,,NEITHER_IN_30D,-3.606
2021-04-07,EBBETF0430-EQ,1147.15,1066.85,1433.938,-0.065,0.719,0.915,0.946,-0.449,,,NEITHER_IN_30D,0.915
2021-04-07,GODREJCP-EQ,739.5,687.735,924.375,-5.517,-5.057,9.304,20.622,-7.032,,15.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,GUJAPOLLO-EQ,215.95,200.834,269.938,-2.848,-0.949,0.602,16.694,-6.414,,,NEITHER_IN_30D,0.602
2021-04-07,HEIDELBERG-EQ,245.05,227.896,306.312,-5.346,-0.612,-0.612,4.468,-8.488,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,HIKAL-EQ,165.65,154.054,207.062,25.657,96.921,144.552,144.552,-4.256,9.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-07,HNGSNGBEES-EQ,361.63,336.316,452.038,3.072,-0.138,-2.608,10.057,-9.272,,5.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,IPCALAB-EQ,1013.5,942.555,1266.875,3.668,1.445,10.804,11.981,-0.247,,,NEITHER_IN_30D,10.804
2021-04-07,JSWSTEEL-EQ,562.3,522.939,702.875,13.0,34.617,21.19,37.471,0.169,14.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-07,KNRCON-EQ,215.6,200.508,269.5,-9.485,-7.444,8.279,8.998,-12.801,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,KSCL-EQ,537.95,500.294,672.438,7.845,18.821,42.207,51.808,-2.305,21.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-07,LAURUSLABS-EQ,420.65,391.204,525.812,10.151,15.868,22.192,23.262,-3.72,,,NEITHER_IN_30D,22.192
2021-04-07,MAITHANALL-EQ,671.65,624.634,839.562,7.266,17.673,12.67,30.991,-1.139,16.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-07,MON100-EQ,99.81,92.823,124.762,2.074,-0.621,-2.655,14.528,-5.821,,,NEITHER_IN_30D,-2.655
2021-04-07,NESTLEIND-EQ,870.5,809.565,1088.125,-4.504,-3.725,-0.285,2.522,-6.634,,,NEITHER_IN_30D,-0.285
2021-04-07,PIIND-EQ,2422.7,2253.111,3028.375,4.121,5.614,5.226,15.367,-2.774,,,NEITHER_IN_30D,5.226
2021-04-07,SHARIABEES-EQ,379.84,353.251,474.8,-4.078,-2.83,-2.038,11.099,-5.531,,,NEITHER_IN_30D,-2.038
2021-04-07,SMSPHARMA-EQ,140.25,130.432,175.312,7.736,10.624,17.112,20.57,-12.799,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,SRF-EQ,1237.95,1151.294,1547.438,-0.305,1.444,3.551,13.074,-4.6,,,NEITHER_IN_30D,3.551
2021-04-07,STYRENIX-EQ,1047.7,974.361,1309.625,6.032,16.522,27.341,40.785,-7.216,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,SUMICHEM-EQ,293.75,273.188,367.188,0.681,0.698,7.336,9.379,-5.328,,,NEITHER_IN_30D,7.336
2021-04-07,TATAELXSI-EQ,2946.4,2740.152,3683.0,8.12,25.263,21.574,38.813,-4.898,17.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-07,VAKRANGEE-EQ,63.2,58.776,79.0,-16.456,-19.858,-24.604,5.696,-25.0,,5.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,VEDL-EQ,88.64,82.435,110.8,-3.745,19.495,16.076,25.09,-11.451,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,VESUVIUS-EQ,104.83,97.492,131.038,1.231,-1.641,1.164,4.646,-5.447,,,NEITHER_IN_30D,1.164
2021-04-07,VINATIORGA-EQ,1568.3,1458.519,1960.375,5.286,9.089,14.771,18.536,-4.036,,,NEITHER_IN_30D,14.771
2021-04-07,VINDHYATEL-EQ,870.6,809.658,1088.25,-11.745,-0.965,23.915,30.944,-12.049,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,VISAKAIND-EQ,102.55,95.372,128.188,9.205,21.151,30.99,35.963,-7.928,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-07,ZYDUSLIFE-EQ,461.7,429.381,577.125,23.652,30.648,34.557,45.917,0.173,10.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-08,ACCELYA-EQ,914.75,850.718,1143.438,-6.166,-3.181,-1.82,11.506,-8.483,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,BBTC-EQ,1249.05,1161.616,1561.312,-9.623,-8.374,-2.026,3.919,-9.944,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,BHARATRAS-EQ,2522.13,2345.581,3152.663,-1.502,23.645,22.184,37.78,-7.023,,4.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,CONSUMBEES-EQ,66.29,61.65,82.863,-4.646,-3.952,-1.78,10.273,-8.946,,20.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,DECCANCE-EQ,437.5,406.875,546.875,-4.594,3.326,12.88,18.629,-8.754,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,GALAXYSURF-EQ,2572.65,2392.564,3215.812,3.411,11.634,18.073,28.066,-2.47,25.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-08,HEIDELBERG-EQ,247.85,230.5,309.812,-5.87,-1.21,0.121,3.288,-9.522,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,HIKAL-EQ,169.3,157.449,211.625,28.854,102.304,136.119,150.207,-6.32,8.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-08,HINDALCO-EQ,365.2,339.636,456.5,-4.614,16.58,7.119,17.059,-9.2,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,IPCALAB-EQ,1030.1,957.993,1287.625,2.141,1.267,7.434,10.572,-1.611,,,NEITHER_IN_30D,7.434
2021-04-08,JSWSTEEL-EQ,614.1,571.113,767.625,6.79,23.539,14.118,25.875,-3.094,20.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-08,KNRCON-EQ,218.3,203.019,272.875,-12.987,-6.436,4.627,9.689,-13.88,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,NAM-INDIA-EQ,358.05,332.986,447.562,-7.639,-2.137,-2.639,0.81,-10.599,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,NATCOPHARM-EQ,908.15,844.579,1135.188,-0.028,3.667,15.823,30.821,-4.366,29.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-08,NAVA-EQ,37.13,34.531,46.412,-3.043,25.505,24.912,41.207,-5.521,20.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-08,NMDC-EQ,33.91,31.536,42.387,-1.062,38.72,25.981,47.862,-7.667,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,PIDILITIND-EQ,952.8,886.104,1191.0,-3.592,-3.082,7.607,8.837,-8.008,,6.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,PIIND-EQ,2520.65,2344.204,3150.812,-0.462,6.165,1.68,10.884,-6.552,,,NEITHER_IN_30D,1.68
2021-04-08,SBIETFQLTY-EQ,130.95,121.783,163.688,-4.544,-2.978,1.031,2.329,-6.758,,,NEITHER_IN_30D,1.031
2021-04-08,SHREECEM-EQ,31582.7,29371.911,39478.375,-11.146,-13.529,-14.379,1.29,-16.062,,7.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,SRF-EQ,1241.15,1154.27,1551.438,-0.041,1.509,3.612,12.783,-4.846,,,NEITHER_IN_30D,3.612
2021-04-08,STARCEMENT-EQ,102.7,95.511,128.375,-4.09,-0.097,7.887,11.685,-7.741,,2.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,TECHM-EQ,1029.0,956.97,1286.25,-6.492,-3.741,-3.533,2.92,-8.941,,9.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,TIMKEN-EQ,1373.25,1277.122,1716.562,-0.714,-1.853,-7.176,5.152,-10.781,,23.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,VAKRANGEE-EQ,65.1,60.543,81.375,-19.662,-23.118,-27.496,2.611,-28.264,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-08,VESUVIUS-EQ,106.47,99.017,133.088,1.221,-2.771,-2.348,3.034,-6.903,,,NEITHER_IN_30D,-2.348
2021-04-08,ZYDUSLIFE-EQ,470.7,437.751,588.375,21.001,32.569,32.26,43.127,0.234,10.0,,TARGET_25_BEFORE_STOP,25.0
2021-04-09,ADOR-EQ,333.1,309.783,416.375,9.487,24.902,31.987,35.32,-7.07,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-09,ALBERTDAVD-EQ,436.75,406.177,545.938,1.431,2.564,12.055,17.459,-7.956,,3.0,STOP_7_BEFORE_TARGET,-7.0
2021-04-09,ALKEM-EQ,2832.3,2634.039,3540.375,-2.214,7.317,3.647,9.062,-5.324,,,NEITHER_IN_30D,3.647
2021-04-09,APLLTD-EQ,1014.0,943.02,1267.5,-0.991,-6.05,-6.203,2.367,-8.876,,17.0,STOP_7_BEFORE_TARGET,-7.0
