Date,PctAbove20EMA,PctAbove50EMA,PctAbove200EMA,Slope20EMA,Slope50EMA,Slope200EMA,VolumeRatio,Net52WHighLow,Rolling3DUp4,Rolling3DDown4,Up251MCount,Down251MCount,FollowThroughRate,LargePct20EMA,LargePct50EMA,LargePct200EMA,MidPct20EMA,MidPct50EMA,MidPct200EMA,SmallPct20EMA,SmallPct50EMA,SmallPct200EMA,MicroPct20EMA,MicroPct50EMA,MicroPct200EMA,CompositeScore,BestModel,RecommendedThreshold,ActionZone
2021-02-23,,,,,,,0.0,0,,,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-02-24,,,,,,,2.121,0,,,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-02-25,,,,,,,3.865,0,367.0,43.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-02-26,,,,,,,0.156,0,446.0,172.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-01,,,,,,,7.41,0,505.0,178.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-02,,,,,,,5.171,0,496.0,190.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-03,,,,,,,5.284,0,625.0,101.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-04,,,,,,,1.007,0,557.0,99.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-05,,,,,,,0.287,0,432.0,205.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-08,,,,,,,1.304,0,375.0,212.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-09,,,,,,,0.71,0,300.0,273.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-10,,,,,,,2.874,0,355.0,170.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-12,,,,,,,0.485,0,299.0,182.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-15,,,,,,,0.736,0,312.0,175.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-16,,,,,,,1.054,0,322.0,181.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-17,,,,,,,0.156,0,260.0,388.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-18,,,,,,,0.479,0,196.0,554.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-19,,,,,,,4.452,0,168.0,577.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-22,,,,,,,1.286,0,266.0,369.0,0,0,,,,,,,,,,,,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-23,36.78,,,,,,2.704,0,366.0,155.0,0,0,,41.837,,,49.324,,,42.0,,,32.517,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-24,26.141,,,,,,0.142,0,298.0,247.0,0,0,,32.653,,,35.811,,,32.8,,,21.81,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-25,16.471,,,,,,0.166,0,199.0,455.0,61,7,,15.306,,,25.676,,,19.6,,,14.12,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-26,22.981,,,,,,6.948,0,198.0,476.0,59,10,31.25,31.0,,,33.333,,,29.2,,,18.497,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-30,31.209,,,,,,5.439,0,304.0,391.0,48,17,33.333,47.0,,,47.619,,,39.2,,,24.309,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-03-31,33.065,,,-3.715,,,1.159,0,386.0,194.0,53,19,50.0,43.0,,,46.622,,,44.177,,,26.413,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-01,52.786,,,26.645,,,5.642,0,631.0,162.0,51,14,80.0,60.0,,,66.892,,,60.643,,,47.29,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-05,38.735,,,22.265,,,0.678,0,593.0,265.0,41,17,46.667,42.424,,,46.98,,,45.382,,,35.04,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-06,43.687,,,20.706,,,2.33,0,613.0,230.0,44,19,20.0,47.0,,,53.02,,,50.201,,,39.886,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-07,52.25,,,21.041,,,2.925,0,394.0,238.0,49,17,92.308,56.0,,,63.758,,,60.241,,,47.614,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-08,60.16,,,27.095,,,2.724,0,488.0,90.0,54,13,87.5,59.0,,,70.27,,,64.257,,,57.435,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-09,64.779,,,11.993,,,1.305,0,505.0,85.0,57,14,78.261,59.596,,,70.068,,,68.273,,,63.492,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-12,26.884,,,-11.851,,,0.111,0,372.0,987.0,35,21,38.71,31.313,,,33.562,,,27.016,,,25.254,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-13,34.906,,,-8.781,,,2.382,0,388.0,1013.0,38,21,22.222,35.714,,,40.411,,,37.097,,,33.296,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-15,32.729,,,-19.521,,,1.563,0,322.0,1058.0,41,23,30.435,33.673,,,42.466,,,38.306,,,29.458,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-16,39.493,,,-20.667,,,2.278,0,419.0,165.0,46,18,27.273,45.918,,,49.315,,,42.742,,,36.261,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-19,26.56,,,-38.218,,,0.345,0,259.0,489.0,36,40,66.667,30.612,,,36.986,,,32.258,,,22.799,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-20,29.79,,,2.906,,,1.242,0,289.0,463.0,52,29,41.667,30.612,,,38.095,,,36.948,,,26.322,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-22,33.984,,,-0.922,,,2.097,0,340.0,457.0,79,16,50.0,31.313,,,40.411,,,40.964,,,31.271,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-23,36.758,,,4.03,,,0.771,0,416.0,124.0,81,14,43.478,31.313,,,44.521,,,42.169,,,34.572,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-26,44.942,,,5.449,,,2.279,0,481.0,106.0,94,8,33.333,36.364,,,50.34,,,47.39,,,44.319,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-27,57.359,,,30.799,,,3.996,0,514.0,110.0,91,10,50.0,53.535,,,61.074,,,60.241,,,56.355,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-28,66.474,,,36.684,,,2.823,0,558.0,104.0,116,10,62.5,68.687,,,63.333,,,68.8,,,66.104,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-29,64.697,,,30.713,,,1.699,0,503.0,113.0,147,9,50.0,62.0,,,59.333,,,67.2,,,65.203,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-04-30,59.397,,,22.639,,,0.67,0,393.0,122.0,154,9,33.333,61.0,,,52.667,,,61.2,,,59.843,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-03,62.482,,,17.54,,,1.779,0,437.0,122.0,189,11,54.839,59.0,,,57.718,,,64.4,,,63.128,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-04,60.876,,,3.517,,,0.77,0,409.0,195.0,168,13,59.259,59.0,,,56.376,,,65.2,,,60.626,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-05,66.356,,,-0.119,,,4.326,0,479.0,177.0,150,10,78.571,63.0,,,61.745,,,69.2,,,66.704,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-06,69.446,,,4.749,,,2.75,0,438.0,170.0,167,8,62.5,67.0,,,65.101,,,72.8,,,69.507,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-07,72.166,,,12.769,,,2.587,0,510.0,109.0,162,10,76.0,71.0,,,65.101,,,72.0,,,73.52,,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-10,77.182,70.119,,14.7,,,3.95,0,632.0,104.0,181,10,64.706,76.0,64.0,,70.47,67.626,,77.2,72.581,,78.42,70.526,,49.247,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-05-11,79.37,73.887,,18.494,,,1.503,0,670.0,107.0,177,7,58.974,73.0,66.0,,73.154,71.223,,81.2,78.226,,80.602,73.984,,51.641,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-12,75.948,71.967,,9.593,,,0.799,0,635.0,155.0,158,10,65.789,67.0,61.0,,69.128,70.0,,80.4,77.328,,76.837,72.023,,47.767,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-05-14,69.462,69.299,,0.016,,,0.467,0,440.0,267.0,235,5,41.429,57.0,62.0,,63.758,64.085,,72.8,73.984,,70.871,69.666,,48.273,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-05-17,77.738,75.994,,5.572,,,4.922,0,460.0,279.0,246,6,43.925,73.0,68.0,,68.456,73.944,,78.0,79.352,,79.733,76.295,,52.776,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-18,81.59,80.648,,4.409,10.528,,4.143,0,523.0,220.0,260,6,59.259,82.0,76.0,,76.0,78.169,,83.2,83.806,,82.031,80.69,,57.266,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-19,83.584,82.855,,4.215,8.968,,1.103,0,600.0,120.0,259,5,71.154,84.0,74.0,,78.667,82.394,,85.6,87.449,,83.799,82.644,,56.267,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-20,83.095,83.285,,7.146,11.317,,0.749,0,526.0,125.0,327,5,61.333,76.0,73.0,,76.667,81.119,,83.2,85.484,,84.933,84.187,,55.761,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-21,85.275,86.006,,15.813,16.707,,4.77,0,499.0,125.0,322,3,64.545,85.0,83.0,,78.667,81.944,,85.2,88.306,,86.429,86.364,,62.25,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-24,85.745,87.181,,8.007,11.187,,2.002,0,540.0,138.0,328,4,73.684,86.0,84.0,,78.0,79.861,,86.0,89.113,,86.932,88.195,,62.879,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-25,85.418,88.905,,3.828,8.258,,1.51,0,565.0,137.0,341,4,70.513,82.0,85.0,,76.667,82.639,,85.6,89.516,,87.208,90.205,,63.472,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-26,86.591,89.01,,3.006,6.155,,1.856,0,627.0,130.0,343,5,67.778,81.0,85.0,,77.333,80.556,,86.8,90.726,,88.692,90.363,,63.472,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-27,85.51,89.898,,2.416,6.614,,2.222,0,563.0,140.0,306,6,68.966,81.0,87.0,,79.333,82.639,,84.0,90.726,,87.458,91.176,,64.224,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-28,83.012,89.527,,-2.263,3.521,,1.582,0,485.0,202.0,271,5,47.191,83.0,88.0,,80.0,86.111,,81.6,89.113,,83.907,90.374,,64.643,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-05-31,82.181,89.115,,-3.564,1.933,,2.601,0,407.0,242.0,280,4,32.911,83.0,90.0,,82.667,86.111,,80.0,89.919,,82.614,89.278,,65.223,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-01,74.75,86.265,,-10.669,-2.641,,0.901,0,353.0,281.0,255,4,30.38,78.0,89.0,,75.333,85.417,,72.8,84.274,,74.833,86.652,,64.903,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-02,82.559,89.099,,-4.032,0.089,,3.047,0,465.0,196.0,265,3,51.064,91.0,89.0,,81.333,86.897,,80.8,88.259,,82.314,89.706,,64.903,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-03,86.386,91.232,,0.876,1.334,,3.459,0,524.0,139.0,302,4,56.0,94.0,93.0,,87.333,90.476,,85.2,91.903,,85.714,90.971,,65.852,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-04,87.179,91.812,,4.167,2.284,,1.872,0,609.0,67.0,310,3,77.419,92.0,90.0,,86.667,90.476,,86.8,91.903,,86.836,92.212,,65.223,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-07,89.552,93.198,,7.371,4.084,,2.768,0,683.0,66.0,342,3,78.0,94.0,95.0,,90.0,92.517,,85.6,90.688,,90.077,93.806,,66.161,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-08,90.371,94.058,,15.621,7.793,,1.61,0,660.0,84.0,342,3,57.333,95.0,97.0,,93.333,93.878,,88.0,91.532,,90.022,94.463,,66.593,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-09,83.82,92.408,,1.261,3.309,,0.627,0,593.0,164.0,276,3,44.444,85.0,95.0,,83.333,91.892,,80.4,89.558,,84.718,93.002,,66.161,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-10,89.451,93.791,,3.065,2.559,,8.117,0,530.0,153.0,304,3,56.701,91.0,98.0,,88.0,94.595,,87.6,90.8,,90.033,94.025,,66.654,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-11,90.32,94.308,,3.141,2.497,,1.738,0,508.0,157.0,324,3,54.444,98.0,99.0,,90.0,94.631,,87.2,92.0,,90.387,94.376,,66.691,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-14,84.708,93.032,,-4.844,-0.167,,0.914,0,538.0,112.0,333,4,59.677,87.0,97.0,,87.333,93.289,,80.8,90.0,,85.099,93.393,,66.593,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-15,86.458,93.027,,-3.913,-1.031,,1.715,0,484.0,139.0,307,3,47.458,89.0,98.0,,90.667,94.631,,82.0,90.0,,86.711,93.049,,66.654,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-16,81.474,91.486,,-2.347,-0.922,,0.477,0,436.0,169.0,283,3,46.667,72.0,94.0,,84.667,91.275,,79.6,88.8,,82.517,91.995,,65.988,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2021-06-17,73.628,88.841,,-15.823,-4.95,,0.436,0,403.0,179.0,261,4,38.776,51.0,83.0,,74.0,87.919,,72.8,86.8,,76.301,90.225,,62.25,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-18,61.325,84.305,,-28.995,-10.003,,0.571,0,292.0,257.0,237,3,28.302,42.0,73.0,,66.667,81.208,,59.6,85.2,,63.053,85.843,,55.761,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-21,68.421,85.817,,-16.287,-7.214,,3.191,0,365.0,224.0,248,2,40.0,56.0,82.0,,67.333,82.55,,68.4,85.6,,69.978,86.854,,61.535,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-22,73.276,87.842,,-13.181,-5.185,,1.52,0,442.0,179.0,243,1,47.826,59.0,82.0,,72.0,84.564,,72.8,87.6,,75.193,89.113,,61.535,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-23,68.732,86.403,,-12.741,-5.083,,0.661,0,492.0,119.0,230,2,70.37,50.0,79.0,,64.667,82.55,,66.8,85.2,,72.013,88.215,,59.314,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-24,65.623,85.047,,-8.005,-3.794,,0.92,0,389.0,161.0,199,5,40.909,45.0,73.0,,63.333,79.333,,63.6,85.542,,68.84,87.22,,55.761,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-25,69.066,86.835,,7.742,2.529,,2.865,0,331.0,195.0,194,4,36.842,63.0,82.0,,67.333,83.333,,66.4,87.149,,70.764,87.879,,61.535,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-28,70.91,87.141,,2.489,1.324,,1.64,0,403.0,198.0,223,5,46.667,70.0,86.0,,70.0,84.667,,69.2,86.345,,71.634,87.906,,63.842,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-29,67.804,85.725,,-5.473,-2.117,,0.759,0,473.0,175.0,224,4,39.13,60.0,79.0,,70.0,83.333,,63.6,85.6,,69.46,86.913,,59.314,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-06-30,68.608,85.499,,-0.124,-0.904,,0.981,0,517.0,177.0,238,5,61.29,51.0,78.0,,70.0,83.333,,66.4,84.739,,70.925,86.913,,58.673,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-01,67.093,85.735,,1.47,0.688,,1.284,0,475.0,180.0,218,5,59.259,48.0,77.0,,68.667,84.667,,68.8,85.542,,68.467,86.942,,57.895,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-02,70.81,86.123,,1.743,-0.711,,2.337,0,496.0,157.0,215,4,62.5,51.0,77.0,,71.333,84.0,,76.0,87.952,,71.476,86.986,,57.895,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-05,77.675,88.921,,6.765,1.78,,3.284,0,588.0,127.0,234,4,50.0,67.0,79.0,,77.333,87.333,,78.4,89.96,,78.705,90.0,,59.314,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-06,74.521,88.143,,6.717,2.418,,0.851,0,585.0,136.0,184,5,67.742,58.0,77.0,,72.667,84.0,,72.8,89.558,,77.118,89.678,,57.895,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-07,76.316,88.189,,7.708,2.69,,2.747,0,542.0,166.0,186,5,62.0,64.286,76.531,,74.0,84.667,,73.6,89.157,,78.744,89.778,,57.538,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-08,71.855,86.838,,4.762,1.104,,0.511,0,376.0,200.0,193,6,37.681,46.939,67.347,,70.0,82.667,,73.2,87.149,,74.477,89.567,,52.443,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-09,71.966,86.409,,1.156,0.286,,1.777,0,369.0,153.0,182,8,47.368,48.958,69.792,,72.667,82.667,,70.8,85.944,,74.589,88.926,,54.009,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-12,75.0,87.366,,-2.675,-1.554,,1.838,0,438.0,126.0,181,8,55.814,50.0,66.667,,75.333,84.667,,72.8,87.149,,78.139,90.066,,52.097,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-13,77.872,88.269,,3.351,0.126,,2.29,0,506.0,100.0,193,7,61.765,60.417,71.875,,73.333,86.0,,76.4,88.353,,80.853,90.365,,55.095,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-14,78.627,88.357,,2.311,0.168,,1.454,0,517.0,125.0,181,8,80.0,60.825,71.134,,79.866,87.919,,75.6,88.0,,81.134,90.376,,54.7,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-15,75.496,86.776,,3.641,-0.062,,2.224,0,459.0,161.0,187,11,65.909,57.732,68.041,,77.852,87.248,,75.6,86.4,,76.965,88.815,,52.911,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-16,76.045,87.786,,4.079,1.377,,2.289,0,446.0,166.0,215,7,50.0,61.856,72.165,,79.73,89.189,,72.4,86.0,,77.948,89.724,,55.255,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-07-19,70.904,86.224,,-4.096,-1.142,,0.671,0,461.0,157.0,231,7,49.296,45.361,58.763,,72.297,84.459,,66.8,85.6,,74.484,89.625,,46.743,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-20,54.075,78.485,,-23.797,-9.784,,0.459,0,393.0,287.0,180,9,25.61,32.99,57.732,,56.081,78.378,,52.0,74.0,,56.55,81.969,,46.151,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-22,64.281,80.558,,-14.346,-7.8,,4.77,0,468.0,296.0,194,12,51.389,50.505,61.856,,66.892,80.405,,60.4,76.8,,66.411,83.628,,48.125,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-23,62.721,80.843,,-12.774,-5.933,,1.335,0,423.0,340.0,187,13,42.857,49.495,58.763,,67.568,78.378,,57.2,76.4,,64.88,84.845,,46.743,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-26,63.054,80.043,,-12.991,-7.743,,1.464,0,511.0,216.0,209,13,60.526,50.0,59.794,,62.416,77.027,,63.2,76.4,,64.534,83.7,,47.2,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-27,58.728,77.587,,-12.176,-8.637,,0.835,0,437.0,232.0,195,12,51.111,44.0,55.67,,57.718,72.973,,58.8,74.4,,60.48,81.567,,45.016,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-28,54.276,74.768,,0.2,-3.717,,0.856,0,444.0,225.0,180,11,65.306,40.0,55.102,,57.718,67.347,,52.4,71.2,,55.786,79.093,,44.732,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-29,62.792,77.953,,-1.488,-2.605,,2.464,0,495.0,199.0,188,12,40.741,50.0,57.143,,57.047,74.15,,62.0,74.0,,65.351,81.929,,45.843,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-07-30,63.669,78.929,,0.947,-1.915,,1.422,0,497.0,177.0,180,13,48.214,52.0,58.163,,59.732,77.551,,61.2,76.4,,66.265,82.099,,46.324,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-08-02,70.154,80.542,,7.1,0.499,,3.136,0,619.0,131.0,207,12,57.5,62.245,64.583,,66.0,76.871,,65.6,76.0,,72.894,84.066,,50.074,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-03,70.339,80.214,,11.611,2.627,,2.625,0,568.0,137.0,202,13,46.296,69.388,67.708,,70.667,77.551,,65.6,76.4,,71.678,83.021,,52.665,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-04,59.732,76.588,,5.456,1.82,,0.739,0,472.0,302.0,160,21,48.077,68.367,69.072,,65.333,78.082,,53.2,69.2,,59.674,79.185,,53.627,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-05,52.509,71.766,,-10.284,-6.187,,1.468,0,293.0,407.0,143,25,32.258,63.918,69.792,,59.333,73.288,,47.6,64.8,,51.525,73.649,,54.009,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-06,53.781,73.233,,-9.888,-5.695,,1.179,0,251.0,394.0,134,18,36.232,58.763,68.75,,56.667,72.603,,48.0,66.0,,54.357,75.798,,53.294,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-09,46.704,67.544,,-23.45,-12.997,,0.724,0,276.0,331.0,133,25,37.209,58.763,65.625,,44.667,64.384,,44.8,64.0,,46.286,69.222,,51.271,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-10,29.661,52.534,,-40.678,-27.68,,0.61,0,240.0,759.0,81,36,50.0,47.423,56.25,,30.0,53.425,,28.8,53.6,,27.965,51.705,,45.46,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-08-11,27.273,48.003,,-32.459,-28.585,,1.016,0,209.0,899.0,68,40,38.462,52.083,63.158,,28.0,45.89,,27.2,48.8,,24.594,46.542,,49.025,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2021-08-12,41.231,61.445,,-11.278,-10.321,,3.419,0,553.0,768.0,90,28,51.852,63.542,66.316,,40.667,56.164,,42.972,61.044,,38.52,61.894,,51.838,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-13,41.073,59.914,,-12.708,-13.319,,1.621,0,641.0,275.0,85,23,64.706,56.25,66.316,,36.667,56.849,,42.57,59.839,,39.805,59.759,,51.838,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2021-08-16,36.739,54.591,,-9.965,-12.954,,1.316,0,633.0,264.0,75,31,80.0,57.143,65.263,,38.0,56.849,,37.751,52.209,,34.12,53.77,,51.098,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
