Date,Symbol,EntryPrice,Result15Before7,DecisionDay15Before7,Target18BeforeStop7,Target18DecisionDay,Target25BeforeStop7,Target25DecisionDay,Target30BeforeStop7,Target30DecisionDay,CloseReturn5D,CloseReturn10D,CloseReturn15D,CloseReturn20D,CloseReturn30D,RuleBasedReturn
2024-12-09,BAJAJHLDNG-EQ,11122.0,SUCCESS,14.0,SUCCESS,14.0,STOPPED_OUT,24.0,STOPPED_OUT,24.0,-0.8856320805610496,-0.06158964215069451,6.876011508721458,-0.18611760474734895,-2.9221363064197092,15.0
2024-12-19,BAJAJHLDNG-EQ,11331.5,SUCCESS,6.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,-0.2700436835370468,2.4396593566606395,-4.444689582138284,-4.6719322243304,2.0138551824559814,15.0
2024-12-30,BAJAJHLDNG-EQ,12630.8,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,-12.705846027171663,-18.336130728061562,-14.005447002565163,-11.381701871615402,-10.764559647844951,-7.0
2025-05-15,BAJAJHLDNG-EQ,12630.0,SUCCESS,16.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,4.497228820269195,5.518606492478217,6.745843230403792,11.559778305621538,9.817893903404595,15.0
2025-05-16,BAJAJHLDNG-EQ,13111.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,4.858515750133474,2.311036534207922,8.694988940584247,7.421249332621471,7.802608496682173,7.802608496682173
2025-05-19,BAJAJHLDNG-EQ,13973.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,0.035783296357250194,-3.971945895655904,1.9895512774636748,0.035783296357250194,2.905603664209555,-7.0
2025-08-18,BAJAJHLDNG-EQ,14523.0,STOPPED_OUT,2.0,STOPPED_OUT,2.0,STOPPED_OUT,2.0,STOPPED_OUT,2.0,-8.662122151070717,-13.103353301659437,-10.046133718928596,-6.871858431453559,-15.671693176340973,-7.0
2025-12-31,BAJAJHLDNG-EQ,11328.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,-1.1475988700564987,-5.181850282485878,-5.234816384180796,-4.6610169491525415,-2.5423728813559365,-7.0
2026-02-23,BAJAJHLDNG-EQ,11501.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-7.008086253369273,-10.538214068341878,-15.981219024432658,-18.81575515172593,-13.07277628032345,-7.0
2026-05-08,BAJAJHLDNG-EQ,10632.0,STOPPED_OUT,20.0,STOPPED_OUT,20.0,STOPPED_OUT,20.0,STOPPED_OUT,20.0,-3.0474040632054167,-1.4014296463506382,-3.4048156508653116,-7.185854025583149,2.473664409330323,-7.0
2026-06-22,BAJAJHLDNG-EQ,10895.0,STOPPED_OUT,14.0,STOPPED_OUT,14.0,STOPPED_OUT,14.0,STOPPED_OUT,14.0,-2.680128499311607,-1.2482790270766375,-3.754015603487837,-4.1211564938045,5.323542909591561,-7.0
2025-09-19,BAJAJINDEF-EQ,406.45,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,-10.345675974904667,-5.707959158568087,2.472628859638326,0.590478533644978,-8.68495509902817,-7.0
2024-09-30,BAJEL-EQ,270.0,STOPPED_OUT,15.0,STOPPED_OUT,15.0,STOPPED_OUT,15.0,STOPPED_OUT,15.0,2.6111111111111196,4.592592592592593,-8.074074074074078,-8.629629629629632,-11.851851851851848,-7.0
2024-10-01,BAJEL-EQ,279.05,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,-0.03583587170759017,1.3080093173266416,-8.654363017380396,-9.388998387385783,-18.20462282745028,-7.0
2024-12-13,BAJEL-EQ,293.9,STOPPED_OUT,3.0,STOPPED_OUT,3.0,STOPPED_OUT,3.0,STOPPED_OUT,3.0,-11.85777475331744,-8.795508676420539,-14.71588975842122,-21.827152092548484,-25.144607009186792,-7.0
2025-09-16,BAJEL-EQ,218.3,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,-2.2400366468163124,-7.04076958314247,-8.70819972514889,-10.43518094365552,-12.299587723316552,-7.0
2025-09-19,BAJEL-EQ,224.57,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-9.809858841341235,-8.327024981074938,-12.06305383622034,-15.126686556530256,-17.437769960368698,-7.0
2026-04-29,BAJEL-EQ,186.86,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,-1.6215348389168383,-2.3868136572835263,-2.483142459595422,4.607727710585463,6.223910949373868,-7.0
2021-06-10,BAJFINANCE-EQ,608.64,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-0.593125657202942,-0.7032071503680237,-1.958464773922175,0.5159043112513029,1.552641955835976,1.552641955835976
2021-06-11,BAJFINANCE-EQ,612.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-0.5375816993464011,-0.722222222222213,-1.9967320261437993,0.2647058823529447,0.694444444444442,0.694444444444442
2021-07-06,BAJFINANCE-EQ,620.24,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-0.7755062556429881,-4.199987101767055,0.9609183541854804,2.528053656649032,5.509157745388871,5.509157745388871
2021-08-18,BAJFINANCE-EQ,654.41,SUCCESS,8.0,SUCCESS,22.0,TIMEOUT,,TIMEOUT,,5.927476658364039,14.58412921562935,13.548081477972529,13.519047691814002,14.955456059656802,15.0
2021-08-20,BAJFINANCE-EQ,666.11,SUCCESS,8.0,SUCCESS,22.0,TIMEOUT,,TIMEOUT,,4.586329585203641,12.945309333293299,11.777334073951739,11.730795214003686,15.522961672996939,15.0
2021-08-24,BAJFINANCE-EQ,698.01,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,7.799315196057366,6.836578272517579,6.219108608759183,11.6559934671423,10.817896591739373,10.817896591739373
2021-08-31,BAJFINANCE-EQ,752.45,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-0.893082596850292,-1.4658781314373148,3.5776463552395388,-0.12093826832348942,5.379759452455302,5.379759452455302
2021-09-23,BAJFINANCE-EQ,789.91,STOPPED_OUT,25.0,STOPPED_OUT,25.0,STOPPED_OUT,25.0,STOPPED_OUT,25.0,-2.924383790558416,-1.9141421174564188,-0.45828005722170495,-2.391411679811617,-2.853489638060025,-7.0
2022-01-05,BAJFINANCE-EQ,767.08,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,1.3518798560775869,-1.2906085414819968,-10.869791938259377,-7.301715596808678,-7.66934348438234,-7.0
2022-07-06,BAJFINANCE-EQ,591.67,SUCCESS,16.0,SUCCESS,16.0,SUCCESS,23.0,TIMEOUT,,-0.6388696401710359,2.665337096692433,8.107559957408705,23.31874186624301,23.40831882637282,15.0
2022-07-28,BAJFINANCE-EQ,707.66,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,3.392872283299897,3.2897154000508744,0.3617556453664239,-1.5855071644575003,4.619450018370408,4.619450018370408
2022-07-29,BAJFINANCE-EQ,720.91,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,1.326101732532492,1.068094491684124,-0.019419899848804878,1.3482959037882658,3.8063003703652454,3.8063003703652454
2022-08-17,BAJFINANCE-EQ,752.71,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,-4.652522219712774,-4.594066772063621,-3.5790676356100004,-1.8705743247731554,-5.610394441418343,-7.0
2022-09-19,BAJFINANCE-EQ,749.61,STOPPED_OUT,26.0,STOPPED_OUT,26.0,STOPPED_OUT,26.0,STOPPED_OUT,26.0,-3.1563079467989974,-4.326249649817915,-3.9127012713277676,-1.4100665679486757,-4.534357866090366,-7.0
2023-04-27,BAJFINANCE-EQ,620.01,SUCCESS,27.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,3.061240947726662,8.295027499556461,9.420815793293658,11.361107078918087,13.501395138788098,15.0
2023-05-08,BAJFINANCE-EQ,665.8,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,0.8155602282967855,2.029137879243015,4.116851907479746,5.785521177530795,10.663863021928499,10.663863021928499
2023-06-16,BAJFINANCE-EQ,719.5,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-2.918693537178596,1.987491313412093,5.028492008339125,4.378040305767894,1.375955524669914,1.375955524669914
2023-06-19,BAJFINANCE-EQ,736.8,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-4.913137893593911,6.78610206297503,1.01791530944626,0.6378935939196584,-1.3979370249728507,-1.3979370249728507
2023-07-04,BAJFINANCE-EQ,786.8,STOPPED_OUT,17.0,STOPPED_OUT,17.0,STOPPED_OUT,17.0,STOPPED_OUT,17.0,-5.40162684290798,-5.757498729028976,-3.3426537874936435,-7.663955261820021,-11.413319776309095,-7.0
2023-08-29,BAJFINANCE-EQ,730.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,0.6178082191780732,1.79863013698629,3.2739726027397165,7.364383561643839,9.784931506849315,9.784931506849315
2023-09-25,BAJFINANCE-EQ,781.99,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,1.888770956150343,3.372165884474221,3.492372025217705,-1.603601069067373,-4.602360643998004,-4.602360643998004
2023-10-06,BAJFINANCE-EQ,816.86,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,-1.431089782826933,-4.889454741326549,-8.147050902235398,-7.424772910902721,-13.4661998384056,-7.0
2024-01-04,BAJFINANCE-EQ,770.56,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,-0.4645971760797285,-5.710132890365449,-8.047394102990035,-11.125674833887034,-14.098837209302328,-7.0
2024-03-28,BAJFINANCE-EQ,724.53,STOPPED_OUT,18.0,STOPPED_OUT,18.0,STOPPED_OUT,18.0,STOPPED_OUT,18.0,-0.9606227485404184,-2.3325466164272,0.2015099443777313,-4.4401198018025445,-7.802299421694059,-7.0
2024-06-07,BAJFINANCE-EQ,719.14,STOPPED_OUT,30.0,STOPPED_OUT,30.0,STOPPED_OUT,30.0,STOPPED_OUT,30.0,2.0886058347470593,-1.522652056623175,1.1875295491837523,-1.2946018855855557,-6.4563228300469895,-7.0
2024-08-27,BAJFINANCE-EQ,686.36,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,7.1420245935077675,5.511684830118302,7.312489072789785,10.061775161722707,6.3654641878897245,6.3654641878897245
2024-08-29,BAJFINANCE-EQ,706.36,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,2.5666798799478974,5.163089642675134,7.457953451497823,9.977914944221089,3.375049549804632,3.375049549804632
2024-08-30,BAJFINANCE-EQ,720.02,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,1.6249548623649357,5.531790783589341,5.309574734035172,7.719230021388301,0.11944112663537787,0.11944112663537787
2024-09-02,BAJFINANCE-EQ,744.01,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-1.2446069273262417,-1.2674560825795322,2.0833053319175843,3.4650071907635693,-5.688095590113029,-5.688095590113029
2024-09-13,BAJFINANCE-EQ,759.85,STOPPED_OUT,21.0,STOPPED_OUT,21.0,STOPPED_OUT,21.0,STOPPED_OUT,21.0,-0.21056787523853204,2.07277752187931,-4.331117983812593,-5.128643811278543,-9.042574192274799,-7.0
2024-09-18,BAJFINANCE-EQ,763.11,STOPPED_OUT,18.0,STOPPED_OUT,18.0,STOPPED_OUT,18.0,STOPPED_OUT,18.0,-0.0943507489090778,-2.5841621784539637,-4.080669890317257,-9.587084430815995,-9.714195856429608,-7.0
2024-12-11,BAJFINANCE-EQ,711.51,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-0.5706174192913638,-4.20654664024398,3.8523703110286522,2.2824696771654773,4.612725049542532,4.612725049542532
2025-01-02,BAJFINANCE-EQ,738.92,SUCCESS,25.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,-1.5116656742272472,-1.7512044605640598,0.7321496237752578,6.935798191955822,11.163590104476807,15.0
2025-01-28,BAJFINANCE-EQ,760.66,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,10.769594825546246,8.942234375410818,10.78011200799307,9.838824179002458,9.648200247153781,9.648200247153781
2025-01-30,BAJFINANCE-EQ,790.17,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,7.692015642203587,3.95357960945113,6.806130326385462,10.171228976043123,6.565675740663401,6.565675740663401
2025-02-03,BAJFINANCE-EQ,842.58,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-1.649694984452521,0.009494647392527256,-0.8402762942391284,1.9013031403546155,3.6293289657955308,3.6293289657955308
2025-03-21,BAJFINANCE-EQ,891.61,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,0.33086214824866733,-3.904173349334361,1.574679512342847,4.31690985969202,-3.0854297282444154,-3.0854297282444154
2025-06-06,BAJFINANCE-EQ,937.15,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-0.43216134023368324,-3.430614095929141,1.0510590620498306,-1.264472069572642,0.5175265432428189,0.5175265432428189
2025-06-09,BAJFINANCE-EQ,960.75,STOPPED_OUT,9.0,STOPPED_OUT,9.0,STOPPED_OUT,9.0,STOPPED_OUT,9.0,-2.3679417122040025,-4.709862086911265,-2.5240697371844867,-3.757481134530316,-1.2802498048399613,-7.0
2025-09-04,BAJFINANCE-EQ,934.75,SUCCESS,29.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,3.7978069002406967,6.606044396897559,8.344477132923235,5.883926183471511,14.479807435143076,15.0
2025-09-12,BAJFINANCE-EQ,1003.25,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-1.0765013705457238,-1.8091203588337934,0.5631696984799373,3.3391477697483074,6.927485671567402,6.927485671567402
2026-02-06,BAJFINANCE-EQ,981.7,STOPPED_OUT,20.0,STOPPED_OUT,20.0,STOPPED_OUT,20.0,STOPPED_OUT,20.0,4.385250076398073,4.940409493735354,1.446470408475098,-4.4463685443618335,-17.225221554446367,-7.0
2026-02-13,BAJFINANCE-EQ,1024.75,STOPPED_OUT,12.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,0.5318370334227884,-2.8153208099536475,-8.460600146377173,-14.305928275189073,-20.243961941937062,-7.0
2024-12-02,BALAJEE-EQ,79.85,STOPPED_OUT,11.0,STOPPED_OUT,11.0,STOPPED_OUT,11.0,STOPPED_OUT,11.0,-2.3043206011270967,-6.086412022542264,-9.279899812147773,-11.822166562304314,-13.926111458985591,-7.0
2024-12-03,BALAJEE-EQ,80.45,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,-3.206960845245488,-9.17339962709759,-10.478558110627723,-12.156619018023617,-13.374766935985093,-7.0
2024-12-04,BALAJEE-EQ,81.28,STOPPED_OUT,6.0,STOPPED_OUT,6.0,STOPPED_OUT,6.0,STOPPED_OUT,6.0,-5.228838582677165,-9.621062992125996,-12.204724409448819,-13.115157480314954,-14.800688976377952,-7.0
2025-05-23,BALAJEE-EQ,47.76,STOPPED_OUT,19.0,STOPPED_OUT,19.0,STOPPED_OUT,19.0,STOPPED_OUT,19.0,5.611390284757123,1.9472361809045324,0.7328308207705136,-7.412060301507539,-3.245393634840865,-7.0
2025-05-26,BALAJEE-EQ,50.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,-1.0600000000000054,-0.8400000000000074,-4.700000000000005,-10.799999999999999,-7.959999999999989,-7.0
2025-07-29,BALAJEE-EQ,49.57,SUCCESS,21.0,SUCCESS,21.0,TIMEOUT,,TIMEOUT,,-1.9164817429897174,1.3516239661085283,2.3804720597135454,3.8934839620738293,5.406495864434135,15.0
2025-07-30,BALAJEE-EQ,51.75,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,-8.212560386473433,0.7729468599033895,0.6570048309178844,12.5024154589372,-0.212560386473426,-7.0
2025-07-31,BALAJEE-EQ,53.16,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,-8.634311512415337,-5.30474040632053,-3.1038374717832884,9.480812641083535,-2.3890142964634986,-7.0
2025-12-24,BALAJEE-EQ,41.95,STOPPED_OUT,3.0,STOPPED_OUT,3.0,STOPPED_OUT,3.0,STOPPED_OUT,3.0,-5.840286054827182,-6.4123957091775985,-9.415971394517285,-17.473182359952332,-21.001191895113237,-7.0
2021-07-15,BALAJITELE-EQ,69.0,STOPPED_OUT,17.0,STOPPED_OUT,17.0,STOPPED_OUT,17.0,STOPPED_OUT,17.0,5.797101449275366,1.7391304347826209,-2.971014492753621,-7.318840579710139,-11.521739130434783,-7.0
2021-09-21,BALAJITELE-EQ,64.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,3.9843749999999956,3.90625,4.6875,1.0156250000000089,-1.4062499999999978,-1.4062499999999978
2021-09-22,BALAJITELE-EQ,67.9,STOPPED_OUT,22.0,STOPPED_OUT,22.0,STOPPED_OUT,22.0,STOPPED_OUT,22.0,-2.945508100147276,-4.197349042709875,-1.988217967599426,-3.97643593519883,-5.964653902798234,-7.0
2021-09-23,BALAJITELE-EQ,68.6,STOPPED_OUT,18.0,STOPPED_OUT,18.0,STOPPED_OUT,18.0,STOPPED_OUT,18.0,-4.956268221574334,-4.883381924198238,-3.7172011661807502,-6.705539358600577,-6.195335276967928,-7.0
2021-12-13,BALAJITELE-EQ,63.75,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-7.529411764705873,-0.5490196078431375,-2.274509803921576,0.23529411764706687,-7.372549019607844,-7.0
2021-12-14,BALAJITELE-EQ,64.05,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,-7.4160811865729865,-1.2490241998438623,-2.732240437158473,5.776736924277914,-6.79156908665105,-7.0
2022-01-11,BALAJITELE-EQ,67.75,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-6.568265682656826,-11.881918819188186,-7.232472324723249,11.365313653136532,13.874538745387465,-7.0
2022-07-20,BALAJITELE-EQ,48.7,SUCCESS,20.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,-1.1293634496920002,-2.977412731006168,-4.004106776180705,9.342915811088282,10.985626283367544,15.0
2022-08-17,BALAJITELE-EQ,52.25,STOPPED_OUT,27.0,STOPPED_OUT,27.0,STOPPED_OUT,27.0,STOPPED_OUT,27.0,1.9138755980861344,2.966507177033484,1.81818181818183,7.272727272727275,-4.4976076555024,-7.0
2022-09-14,BALAJITELE-EQ,55.8,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-6.451612903225801,-11.200716845878134,-8.870967741935477,-13.351254480286734,-12.45519713261648,-7.0
2022-12-13,BALAJITELE-EQ,49.05,STOPPED_OUT,6.0,STOPPED_OUT,6.0,STOPPED_OUT,6.0,STOPPED_OUT,6.0,-2.650356778797136,-9.072375127420996,-7.645259938837922,-9.582059123343523,-11.82466870540264,-7.0
2022-12-14,BALAJITELE-EQ,49.35,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-6.484295845997979,-8.814589665653493,-9.118541033434646,-9.219858156028382,-14.184397163120565,-7.0
2023-02-10,BALAJITELE-EQ,47.85,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,STOPPED_OUT,1.0,-1.5673981191222541,-9.717868338557988,-8.67293625914315,-14.315569487983282,-23.9289446185998,-7.0
2023-04-27,BALAJITELE-EQ,42.25,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-4.023668639053257,-2.8402366863905404,-2.3668639053254448,-3.076923076923066,3.076923076923066,3.076923076923066
2023-05-31,BALAJITELE-EQ,43.95,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,0.9101251422070522,-1.2514220705347134,0.22753128555175195,-2.6166097838452917,-1.8202502844141155,-1.8202502844141155
2023-06-02,BALAJITELE-EQ,44.85,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,-2.898550724637694,-1.0033444816053616,-4.013377926421413,-4.236343366778151,-3.9018952062430334,-3.9018952062430334
2023-07-06,BALAJITELE-EQ,44.7,SUCCESS,22.0,SUCCESS,24.0,SUCCESS,27.0,SUCCESS,27.0,-3.4675615212528044,0.6711409395973034,-1.342281879194629,10.51454138702459,44.854586129753905,15.0
2023-07-19,BALAJITELE-EQ,45.15,SUCCESS,13.0,SUCCESS,16.0,SUCCESS,18.0,SUCCESS,18.0,-1.8826135105204922,3.543743078626793,14.285714285714302,34.10852713178294,56.035437430786274,15.0
2023-08-01,BALAJITELE-EQ,47.1,SUCCESS,7.0,SUCCESS,8.0,SUCCESS,9.0,SUCCESS,10.0,7.430997876857748,34.39490445859872,35.562632696390665,47.0276008492569,33.12101910828025,15.0
2023-08-03,BALAJITELE-EQ,49.4,SUCCESS,7.0,SUCCESS,7.0,SUCCESS,8.0,SUCCESS,8.0,6.072874493927127,31.072874493927127,39.67611336032388,44.433198380566786,31.174089068825907,15.0
2023-08-07,BALAJITELE-EQ,51.45,SUCCESS,5.0,SUCCESS,6.0,SUCCESS,6.0,SUCCESS,13.0,12.827988338192409,25.753158406219633,30.417881438289584,32.94460641399417,26.239067055393583,15.0
2023-08-09,BALAJITELE-EQ,51.6,SUCCESS,3.0,SUCCESS,4.0,SUCCESS,4.0,SUCCESS,11.0,17.344961240310063,23.449612403100772,36.531007751937985,30.426356589147275,23.25581395348837,15.0
2023-08-10,BALAJITELE-EQ,52.4,SUCCESS,2.0,SUCCESS,3.0,SUCCESS,3.0,SUCCESS,10.0,23.56870229007635,31.679389312977115,36.16412213740456,28.435114503816795,20.133587786259554,15.0
2025-06-11,BALAJITELE-EQ,95.75,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,STOPPED_OUT,4.0,-8.626631853785904,-3.1122715404699797,-5.02349869451697,-8.09399477806788,3.7702349869451757,-7.0
2025-07-16,BALAJITELE-EQ,96.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,STOPPED_OUT,8.0,3.499999999999992,-9.531250000000002,3.6562500000000053,-4.083333333333339,-0.9687500000000071,-7.0
2025-07-21,BALAJITELE-EQ,100.19,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,STOPPED_OUT,5.0,-10.000998103603154,-4.641181754666124,-8.004790897295134,-6.557540672721817,5.519512925441661,-7.0
2021-07-01,BALAMINES-EQ,2804.4,SUCCESS,16.0,SUCCESS,16.0,SUCCESS,22.0,TIMEOUT,,-0.3262729995721081,2.531735843674232,8.61146769362431,16.486592497503928,22.18656397090286,15.0
2021-07-12,BALAMINES-EQ,2904.8,SUCCESS,9.0,SUCCESS,10.0,TIMEOUT,,TIMEOUT,,-2.485541173230521,16.72920683007435,17.37641145689892,15.118080418617442,19.083930046819052,15.0
2021-07-13,BALAMINES-EQ,2963.5,SUCCESS,9.0,SUCCESS,14.0,SUCCESS,30.0,TIMEOUT,,-4.827062594904675,13.08250379618694,15.2049940948203,11.980765986165022,26.225746583431754,15.0
2021-08-26,BALAMINES-EQ,3740.7,SUCCESS,9.0,SUCCESS,11.0,SUCCESS,11.0,SUCCESS,12.0,9.536985056272895,15.477049750046778,27.80896623626594,23.399363755446846,20.823642633731644,15.0
2021-08-27,BALAMINES-EQ,3788.7,SUCCESS,8.0,SUCCESS,10.0,SUCCESS,11.0,SUCCESS,11.0,6.9113416211365575,22.610658009343588,21.263230131707456,21.085068757093484,18.957689972813885,15.0
2021-08-30,BALAMINES-EQ,3987.5,SUCCESS,9.0,SUCCESS,9.0,SUCCESS,10.0,SUCCESS,11.0,1.2075235109717974,24.75987460815048,16.66833855799372,13.294043887147344,12.554231974921649,15.0
2021-09-01,BALAMINES-EQ,4169.35,SUCCESS,8.0,SUCCESS,8.0,SUCCESS,9.0,TIMEOUT,,1.7496732104524737,17.963231678798852,12.102605921786358,8.347824001343106,7.083838008322618,15.0
2021-12-31,BALAMINES-EQ,3409.8,SUCCESS,2.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,STOPPED_OUT,16.0,6.525309402310975,6.840577159950723,-1.7347058478503152,-4.538389348348881,-16.60947856179249,15.0
2022-01-03,BALAMINES-EQ,3720.25,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,STOPPED_OUT,13.0,-1.2579799744640852,-2.0227135273167107,-14.598481284859888,-11.476379275586313,-21.87084201330556,-7.0
2022-04-04,BALAMINES-EQ,3200.5,STOPPED_OUT,21.0,STOPPED_OUT,21.0,STOPPED_OUT,21.0,STOPPED_OUT,21.0,4.9570379628183225,-0.7889392282455887,0.7686299015778664,-4.0790501484143205,-8.811123261990318,-7.0
2022-04-05,BALAMINES-EQ,3421.55,STOPPED_OUT,7.0,STOPPED_OUT,7.0,STOPPED_OUT,7.0,STOPPED_OUT,7.0,-5.295845450161485,-3.473571919159457,-4.407359237772357,-12.81436775730298,-13.973199281027615,-7.0
2022-04-06,BALAMINES-EQ,3431.35,STOPPED_OUT,6.0,STOPPED_OUT,6.0,STOPPED_OUT,6.0,STOPPED_OUT,6.0,-5.462864470252226,-5.599836798927537,-5.819866816267649,-15.106299269966627,-15.20247133052589,-7.0
2022-07-12,BALAMINES-EQ,3106.15,SUCCESS,15.0,SUCCESS,15.0,TIMEOUT,,TIMEOUT,,-0.4941808991838714,5.725737649501794,21.33509328268113,17.97884841363102,13.465222220433649,15.0
2022-07-22,BALAMINES-EQ,3319.6,SUCCESS,14.0,TIMEOUT,,TIMEOUT,,TIMEOUT,,2.452102662971445,7.737377997349082,7.16501988191347,5.167791300156654,3.4687914206530834,15.0
2022-07-25,BALAMINES-EQ,3431.5,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,3.252222060323473,4.120646947399109,6.301908786245081,3.571324493661665,5.437855165379579,5.437855165379579
2022-08-01,BALAMINES-EQ,3543.1,TIMEOUT,,TIMEOUT,,TIMEOUT,,TIMEOUT,,0.841071378171665,2.953628178713563,0.3090513956704566,-1.580536818040701,5.5417572182552055,5.5417572182552055
2022-08-02,BALAMINES-EQ,3768.85,STOPPED_OUT,12.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,STOPPED_OUT,12.0,-2.7660957586531754,-3.7199676293829587,-6.4860633880361345,-9.018666171378541,-5.042652267933178,-7.0
2022-09-12,BALAMINES-EQ,3653.3,STOPPED_OUT,10.0,STOPPED_OUT,10.0,STOPPED_OUT,10.0,STOPPED_OUT,10.0,-2.6058631921824227,-6.9704103139627165,-14.597760928475633,-14.694933347932015,-15.121944543289633,-7.0
