Model,Features,Threshold,Trades,Success15Before7Pct,Stop7Before15Pct,AverageRuleBasedReturnPct,Average20DayReturnPct
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,50,37932,28.994,46.272,1.763,2.784
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,55,31122,29.59,45.103,1.959,2.967
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,60,26660,30.334,43.98,2.158,3.381
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,65,22509,30.89,42.907,2.347,3.658
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,70,17237,30.91,42.316,2.363,3.869
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,75,13449,31.155,41.996,2.419,3.935
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,80,9629,31.499,42.31,2.416,4.136
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,50,37541,29.634,44.586,2.013,2.99
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,55,33062,29.532,44.308,2.036,2.927
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,60,27574,29.633,44.763,1.975,3.007
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,65,22873,30.315,43.536,2.176,3.295
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,70,18480,31.223,42.262,2.411,3.654
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,75,15589,31.4,41.696,2.472,3.765
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,80,10702,30.247,43.366,2.155,3.648
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,50,37485,29.502,44.418,2.014,2.968
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,55,32899,29.548,44.129,2.051,2.964
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,60,26919,29.994,43.49,2.142,3.223
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,65,22428,30.502,42.701,2.272,3.493
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,70,18551,31.432,41.335,2.525,3.797
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,75,15668,31.925,40.592,2.655,4.03
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,80,11468,30.075,42.37,2.242,3.775
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,50,38178,28.996,46.275,1.761,2.78
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,55,31203,29.532,45.399,1.92,2.903
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,60,26450,30.095,44.586,2.064,3.249
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,65,22505,30.682,43.279,2.281,3.579
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,70,17150,30.595,42.95,2.259,3.767
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,75,13020,31.344,42.143,2.428,3.946
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,80,9517,31.081,42.745,2.31,3.982
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,50,38062,29.631,44.262,2.058,3.207
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,55,32854,29.853,43.727,2.126,3.179
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,60,28145,30.286,43.549,2.195,3.28
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,65,22653,30.111,43.31,2.173,3.31
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,17600,30.682,42.034,2.384,3.616
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,13136,30.489,41.23,2.416,3.865
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,10072,29.964,42.772,2.162,3.871
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,50,38148,29.446,45.801,1.868,3.062
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,55,31574,29.151,45.968,1.813,3.076
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,26182,29.616,44.928,1.972,3.317
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,21648,30.127,44.004,2.154,3.401
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,17600,30.693,42.199,2.398,3.58
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,11724,30.374,43.031,2.228,3.628
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,80,8254,30.991,43.397,2.289,4.031
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,50,38178,29.373,45.442,1.895,3.084
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,31228,29.089,45.504,1.851,3.105
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,26244,29.565,44.33,2.034,3.468
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,21443,30.364,43.133,2.262,3.577
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,17864,31.163,41.413,2.518,3.844
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,75,12511,30.693,42.339,2.343,3.808
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,80,8538,31.424,42.41,2.414,4.072
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,50,37855,29.745,44.113,2.086,3.204
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,55,32831,29.85,43.736,2.125,3.178
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,60,28227,30.134,43.869,2.138,3.191
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,65,23051,30.072,43.347,2.167,3.298
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,17670,30.6,42.207,2.356,3.56
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,13136,30.489,41.23,2.416,3.865
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,9770,30.154,42.733,2.22,3.928
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,50,37537,29.805,43.834,2.125,3.275
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,55,33157,29.617,43.846,2.089,3.099
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,60,27930,30.422,42.943,2.269,3.39
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,21428,30.451,42.505,2.279,3.592
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,17848,30.524,41.932,2.367,3.605
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,13362,30.849,40.413,2.553,4.019
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,10453,29.905,42.572,2.179,3.883
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,50,38255,29.426,45.437,1.901,3.083
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,31479,28.991,45.71,1.819,3.06
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,26125,29.546,44.494,2.012,3.474
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,21655,30.192,43.445,2.21,3.538
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,17786,31.086,41.606,2.485,3.817
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,75,12103,30.893,42.304,2.369,3.856
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,80,8505,31.346,42.516,2.4,4.079
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,38842,29.118,46.331,1.788,2.754
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,31692,29.241,46.1,1.802,2.752
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,26891,29.951,45.383,1.969,3.013
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,22708,30.747,43.698,2.244,3.426
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,17195,29.509,44.879,1.932,3.275
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,11930,29.355,44.82,1.921,3.305
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,8030,29.315,45.766,1.811,3.54
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,38918,29.028,46.128,1.796,2.77
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,32115,29.298,45.589,1.872,2.805
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,26720,30.112,44.379,2.092,3.231
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,22748,30.855,42.962,2.332,3.575
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,17159,30.573,43.074,2.247,3.615
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,12484,30.143,43.095,2.18,3.787
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,80,8271,29.875,44.481,1.991,3.78
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,37420,28.752,47.894,1.57,2.63
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,31579,28.817,47.171,1.648,2.797
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,26709,29.088,46.138,1.796,3.014
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,23056,29.589,45.229,1.942,3.085
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,19354,30.273,43.82,2.173,3.435
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,75,13467,30.17,44.776,2.04,3.562
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,80,9492,29.182,45.839,1.821,3.653
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,38955,29.016,46.156,1.792,2.757
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,31864,29.183,45.995,1.812,2.741
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,26830,29.993,44.659,2.046,3.158
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,22897,30.672,43.364,2.27,3.476
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,17319,30.36,43.484,2.182,3.6
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,12234,29.712,44.221,2.023,3.548
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,8290,29.409,45.32,1.845,3.598
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,50,37503,29.672,44.476,2.025,3.054
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,55,32408,29.752,44.147,2.064,3.082
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,60,28656,30.074,43.994,2.12,3.234
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,65,23527,30.148,44.069,2.101,3.331
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,18293,30.635,42.907,2.283,3.581
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,14605,30.079,43.458,2.147,3.545
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,10759,30.217,42.588,2.222,3.815
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,50,37864,29.041,46.456,1.75,2.901
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,55,31716,29.121,46.532,1.747,2.967
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,26808,29.607,45.453,1.915,3.08
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,22420,30.241,43.537,2.213,3.454
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,18219,30.638,42.752,2.322,3.746
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,12800,30.508,44.117,2.145,3.651
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,80,8819,29.811,45.062,1.952,3.596
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,50,36482,28.79,46.598,1.699,2.787
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,32259,29.068,46.316,1.769,2.942
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,26628,29.841,44.292,2.063,3.327
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,21762,30.687,42.799,2.343,3.671
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,18341,30.495,42.708,2.297,3.764
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,75,12961,31.525,42.142,2.465,4.005
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,80,9259,30.478,44.076,2.142,3.785
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,50,37465,29.622,44.559,2.009,3.027
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,55,32192,29.7,44.377,2.027,3.062
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,60,28509,30.001,44.382,2.072,3.19
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,65,23350,30.073,44.21,2.078,3.316
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,18265,30.446,43.285,2.226,3.483
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,14482,30.072,43.613,2.13,3.54
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,10220,29.98,43.581,2.105,3.708
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,50,36701,29.332,44.767,1.956,2.957
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,55,32390,29.815,43.893,2.095,3.125
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,60,27894,30.171,43.522,2.169,3.342
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,22721,30.549,43.066,2.248,3.605
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,18506,30.574,42.429,2.315,3.6
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,14949,30.437,42.899,2.25,3.629
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,10964,30.345,41.718,2.343,3.983
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,50,36386,28.728,46.669,1.685,2.772
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,32259,29.068,46.316,1.769,2.942
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,26458,29.772,44.542,2.021,3.269
