Model,Features,Threshold,Trades,Success15Before7Pct,Stop7Before15Pct,AverageRuleBasedReturnPct,Average20DayReturnPct
Mix_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | SmallPct200EMA,75,14241,30.848,41.963,2.409,3.868
Mix_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | SmallPct200EMA,80,10816,31.268,40.838,2.532,4.127
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,50,38450,29.189,45.467,1.862,2.761
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,55,33144,29.302,45.541,1.863,2.793
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,60,27823,29.709,45.081,1.966,2.953
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,65,22501,30.101,44.616,2.046,3.271
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,70,19374,30.231,44.647,2.051,3.405
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,75,15359,30.998,43.03,2.28,3.658
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,80,11158,30.319,44.004,2.093,3.504
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,50,36266,29.055,47.805,1.624,2.627
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,55,31998,29.039,47.531,1.633,2.607
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,60,28559,29.546,46.325,1.815,2.736
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,65,24370,29.651,45.433,1.921,2.953
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,70,18870,30.0,44.727,2.038,3.344
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,75,13450,30.082,45.532,1.95,3.619
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,80,9867,27.921,48.394,1.39,3.18
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,50,35960,28.562,47.906,1.548,2.553
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,55,31777,29.317,46.568,1.774,2.87
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,60,27837,29.913,45.174,1.98,3.005
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,65,23600,29.801,44.534,2.025,3.17
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,70,18282,30.21,44.41,2.084,3.496
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,75,13926,30.619,44.693,2.1,3.752
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,80,11131,29.943,45.513,1.908,3.716
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,50,38507,29.304,45.353,1.886,2.788
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,55,33450,29.229,45.773,1.828,2.758
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,60,27789,29.674,45.137,1.956,2.942
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,65,22847,29.776,45.472,1.916,3.09
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,70,19306,30.234,44.701,2.05,3.402
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,75,14926,30.892,43.568,2.214,3.545
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,80,10963,30.065,44.696,1.983,3.418
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,50,37413,29.046,45.457,1.845,2.726
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,55,32502,29.454,45.05,1.94,2.894
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,60,27423,29.694,44.696,1.992,3.033
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,65,22426,30.335,43.632,2.168,3.433
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,70,19152,30.702,43.442,2.227,3.616
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,75,16278,31.195,42.788,2.35,3.769
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,80,11873,29.563,44.462,1.953,3.395
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,50,35893,28.596,47.881,1.555,2.553
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,55,31935,29.012,47.208,1.666,2.7
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,60,27721,29.797,45.489,1.927,2.972
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,65,23496,29.984,44.574,2.045,3.169
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,70,18015,30.18,44.596,2.062,3.475
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,75,13750,30.618,44.756,2.089,3.741
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,80,11071,29.762,45.606,1.874,3.68
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,50,38836,29.282,45.216,1.911,3.037
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,55,31939,29.707,44.497,2.029,3.19
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,60,27354,29.795,44.831,1.995,3.171
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,65,22829,29.852,43.94,2.093,3.249
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,17955,30.203,43.397,2.194,3.422
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,13579,30.076,43.192,2.183,3.618
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,9049,28.799,45.773,1.719,3.523
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,50,36891,28.671,47.654,1.562,2.774
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,55,31405,28.578,47.483,1.58,2.825
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,27736,28.84,46.737,1.709,2.936
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,23549,29.224,45.526,1.895,3.145
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,17550,29.778,44.855,2.021,3.282
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,13923,29.785,44.969,2.024,3.388
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,80,9347,29.293,46.015,1.874,3.602
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,50,34959,28.634,47.235,1.601,2.8
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,31007,28.848,46.27,1.737,3.081
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,27602,28.951,46.062,1.787,3.121
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,23870,29.225,44.839,1.958,3.281
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,17930,30.296,43.714,2.2,3.493
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,75,14346,31.312,42.681,2.438,3.889
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,80,9998,30.276,44.409,2.144,3.822
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,50,38572,29.27,45.32,1.899,3.008
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,55,32034,29.628,44.662,1.996,3.154
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,60,27642,29.799,44.805,1.994,3.165
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,65,22617,29.69,44.573,2.013,3.163
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,17882,29.913,43.893,2.114,3.321
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,13753,29.884,43.59,2.12,3.508
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,8367,29.21,45.895,1.765,3.511
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,50,38013,28.932,45.445,1.843,2.911
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,55,32013,29.625,44.382,2.034,3.179
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,60,27024,30.173,43.942,2.135,3.336
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,22399,30.225,43.06,2.221,3.565
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,17917,30.429,41.849,2.369,3.636
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,13764,29.999,43.098,2.181,3.576
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,9531,29.105,44.298,1.901,3.681
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,50,35102,28.551,47.413,1.571,2.753
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,31032,28.732,46.742,1.681,2.973
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,27498,28.875,46.283,1.753,3.089
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,23482,29.291,45.154,1.936,3.258
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,17506,30.744,43.425,2.291,3.57
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,75,14427,30.921,43.675,2.287,3.712
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,80,9895,30.278,44.346,2.15,3.832
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,36965,28.981,47.935,1.595,2.608
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,31994,28.871,47.787,1.594,2.478
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,29171,29.564,46.491,1.795,2.643
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,25105,29.743,45.644,1.911,2.935
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,18462,28.794,46.728,1.7,2.909
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,12072,27.684,48.882,1.312,2.955
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,9445,27.337,49.688,1.188,3.003
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,37046,28.651,47.587,1.6,2.552
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,32372,28.92,47.152,1.662,2.571
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,28696,29.715,45.749,1.896,2.861
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,24889,30.009,44.823,2.026,3.183
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,18427,29.397,45.612,1.856,3.268
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,12521,29.199,46.37,1.737,3.386
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,80,9411,27.85,48.528,1.359,3.157
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,31513,27.582,49.434,1.281,2.244
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,29631,28.028,48.632,1.418,2.48
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,28020,28.555,47.877,1.556,2.699
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,24666,29.259,46.931,1.735,2.954
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,21719,29.403,46.959,1.735,2.886
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,75,18196,28.792,47.351,1.622,2.81
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,80,14192,27.741,48.358,1.38,2.725
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,36714,28.7,47.685,1.591,2.5
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,32478,28.746,47.555,1.594,2.477
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,28727,29.697,45.866,1.881,2.827
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,24765,30.042,45.015,2.011,3.145
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,18230,29.375,45.749,1.843,3.252
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,12308,28.811,47.002,1.621,3.306
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,9421,27.651,49.114,1.28,3.088
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,50,37387,29.641,44.304,2.05,3.181
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,55,32226,29.886,43.667,2.141,3.202
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,60,27629,30.522,43.049,2.282,3.387
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,65,22773,30.624,42.66,2.31,3.567
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,70,17460,31.26,40.979,2.559,3.995
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,75,13849,31.439,40.241,2.643,4.095
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,80,10612,30.692,41.679,2.376,3.97
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,50,36248,30.021,42.896,2.236,3.294
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,55,32165,29.983,43.159,2.184,3.204
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,60,28661,30.166,42.43,2.26,3.308
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,65,24906,30.434,42.448,2.293,3.372
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,70,20850,30.691,41.765,2.378,3.518
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,75,16931,30.63,41.468,2.397,3.715
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA,80,13159,30.663,41.386,2.424,3.778
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,50,37388,29.675,44.279,2.057,3.197
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,55,31951,29.94,43.639,2.153,3.231
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,60,27797,30.341,43.415,2.222,3.342
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,65,22869,30.46,42.984,2.254,3.484
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,70,17460,31.26,40.979,2.559,3.995
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,75,13769,31.411,40.381,2.624,4.09
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,80,10279,30.956,41.512,2.418,4.011
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,50,37486,29.472,44.35,2.024,3.151
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,55,32469,29.696,43.777,2.11,3.141
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,60,27418,30.721,42.22,2.38,3.575
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,65,22046,30.595,42.257,2.335,3.678
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,70,17900,31.184,40.726,2.559,4.005
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,75,14022,31.622,39.802,2.716,4.136
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,80,11090,30.388,41.659,2.34,3.864
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,50,37423,29.672,44.507,2.025,3.006
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,55,33103,29.586,44.186,2.056,2.956
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,60,27570,29.721,44.577,2.006,3.057
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,65,22643,30.429,43.267,2.217,3.373
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,70,18480,31.223,42.262,2.411,3.654
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,75,15863,31.476,41.575,2.498,3.78
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,80,10936,29.901,43.553,2.095,3.587
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,50,37752,29.217,46.347,1.787,2.806
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,55,31202,29.44,45.875,1.855,2.842
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,60,26619,30.035,45.205,2.002,3.126
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,65,22728,30.773,43.471,2.274,3.525
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,70,17253,30.088,43.824,2.116,3.61
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,75,13071,31.206,41.971,2.427,3.939
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,80,8985,30.44,43.606,2.142,3.799
