State,Trades,Win_15Pct,Stop_7Pct,Avg_Rule_Return
Regime >= 65 (No Brakes),21877,30.767472688211363,40.645426703844215,2.5376752967828886
Regime >= 65 (BRAKES ACTIVE),2591,32.88305673485141,42.18448475492088,2.445126221118
