Model,Features,Threshold,Folds,TotalTrades,AverageSuccessPct,AverageStopPct,AverageRuleBasedReturnPct,Average20DayReturnPct,QualityScore
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15779,20.743,57.02,-0.277,0.728,-0.95
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,12294,20.535,56.385,-0.29,1.164,-0.955
Mix_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | SmallPct200EMA,75,4,12958,20.593,56.677,-0.286,0.949,-0.957
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,75,4,12511,20.735,56.958,-0.287,1.123,-0.959
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,15231,20.806,56.819,-0.295,1.252,-0.959
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,4,19128,20.608,56.662,-0.291,1.136,-0.96
Mix_MidPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | SmallPct200EMA,65,4,21049,20.735,56.752,-0.296,1.094,-0.962
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,4,12170,20.912,57.185,-0.297,0.923,-0.967
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,16259,20.664,56.705,-0.3,1.262,-0.968
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,19321,20.659,56.707,-0.3,1.16,-0.968
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,4,12877,20.753,56.821,-0.304,1.196,-0.971
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,14959,20.445,56.421,-0.303,1.146,-0.973
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,14959,20.445,56.421,-0.303,1.146,-0.973
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19686,20.533,56.609,-0.304,1.135,-0.976
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,19700,20.532,56.608,-0.305,1.139,-0.976
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,4,26444,21.532,57.585,-0.327,-0.124,-0.978
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,4,12778,20.729,56.832,-0.31,1.189,-0.978
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,50,4,29667,21.346,57.345,-0.325,0.127,-0.978
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,50,4,29782,21.342,57.355,-0.326,0.134,-0.98
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15520,20.546,56.662,-0.308,1.111,-0.981
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19226,21.035,57.309,-0.316,0.612,-0.983
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,16505,20.672,56.984,-0.308,1.137,-0.983
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,4,20386,20.728,56.934,-0.318,1.118,-0.99
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,12868,20.48,56.633,-0.315,1.131,-0.99
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,80,4,9254,20.949,57.172,-0.328,1.2,-0.995
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,12088,20.437,56.56,-0.322,1.135,-0.997
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,12088,20.437,56.56,-0.322,1.135,-0.997
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,16142,20.594,56.833,-0.321,1.23,-0.997
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,4,20034,20.465,56.739,-0.318,1.118,-0.997
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,4,29458,21.417,57.435,-0.351,0.022,-1.003
Mix_MidPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | MicroPct200EMA | SmallPct200EMA,70,4,17490,20.713,57.245,-0.322,0.867,-1.004
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,75,4,12648,20.765,57.228,-0.325,0.908,-1.004
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,15377,20.474,56.773,-0.326,1.096,-1.005
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,4,12259,20.7,57.064,-0.331,1.122,-1.008
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,75,4,12561,20.741,57.245,-0.33,0.895,-1.01
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,16547,20.484,56.897,-0.328,1.137,-1.011
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,24155,21.095,57.262,-0.348,0.145,-1.011
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,15880,20.515,56.849,-0.332,1.174,-1.012
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,24835,20.919,56.534,-0.363,0.551,-1.013
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26851,21.367,57.743,-0.351,-0.03,-1.015
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,4,30083,21.319,57.45,-0.358,0.087,-1.015
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,55,4,26977,21.298,57.681,-0.351,0.004,-1.017
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,4,12408,20.703,57.17,-0.338,1.135,-1.018
Top_6_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,4,12428,20.598,57.011,-0.341,1.132,-1.021
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,15712,20.477,56.917,-0.343,1.165,-1.026
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,16755,20.679,57.169,-0.35,1.14,-1.031
Mix_MidPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | MicroPct200EMA | SmallPct200EMA,55,4,27141,21.087,57.112,-0.373,0.046,-1.032
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,24481,20.62,56.974,-0.354,0.926,-1.032
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,4,24691,20.892,56.635,-0.378,0.542,-1.032
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA,75,4,13028,20.432,56.983,-0.345,0.913,-1.033
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA,80,4,9527,20.765,57.415,-0.353,0.879,-1.038
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,29809,21.396,57.591,-0.381,0.06,-1.039
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,55,4,26693,21.479,57.927,-0.383,-0.244,-1.047
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,13376,20.353,56.889,-0.358,1.129,-1.047
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,12409,20.366,56.883,-0.36,1.111,-1.048
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,4,12884,20.381,56.969,-0.363,1.08,-1.053
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,12286,20.373,56.929,-0.364,1.112,-1.053
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,12100,20.466,57.138,-0.367,1.126,-1.058
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19727,20.309,57.05,-0.365,1.025,-1.061
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,4,27055,21.173,57.376,-0.399,0.063,-1.061
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,20508,20.451,57.097,-0.376,1.037,-1.066
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,27353,21.136,57.806,-0.392,-0.063,-1.069
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,80,4,9488,20.561,57.225,-0.381,1.154,-1.069
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,4,12930,20.666,57.546,-0.377,1.155,-1.071
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,23563,20.455,57.076,-0.381,0.891,-1.071
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,23948,20.943,57.719,-0.388,0.277,-1.072
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,4,12659,20.336,57.06,-0.378,1.071,-1.073
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,24268,21.328,57.699,-0.41,-0.195,-1.075
Mix_MidPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | SmallPct200EMA,70,4,17616,20.475,57.432,-0.378,0.814,-1.077
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,4,13163,20.499,57.468,-0.4,1.147,-1.099
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,4,23570,20.588,56.883,-0.422,0.592,-1.099
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,4,15995,20.442,57.378,-0.4,1.108,-1.1
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,4,11856,20.363,57.385,-0.4,0.949,-1.103
Top_4_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,80,4,9860,20.41,57.471,-0.402,0.843,-1.106
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA,80,4,9860,20.41,57.471,-0.402,0.843,-1.106
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,4,17570,20.367,57.619,-0.398,0.787,-1.108
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,75,4,11951,20.479,57.475,-0.408,1.066,-1.109
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22912,20.923,57.612,-0.428,0.121,-1.11
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,10339,20.104,57.125,-0.402,0.853,-1.11
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,4,11874,20.429,57.699,-0.411,0.86,-1.121
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,4,12358,20.339,57.54,-0.414,0.885,-1.123
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,11999,20.282,57.479,-0.416,0.946,-1.127
Top_5_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,4,9674,20.439,57.613,-0.42,0.893,-1.127
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,4,9674,20.439,57.613,-0.42,0.893,-1.127
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,4,11820,20.284,57.493,-0.419,0.843,-1.13
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,4,9645,20.401,57.569,-0.423,0.897,-1.13
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,75,4,12457,20.32,57.394,-0.425,1.064,-1.131
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,4,17641,20.377,57.47,-0.428,1.046,-1.134
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,4,11901,20.256,57.49,-0.422,0.836,-1.134
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,4,8971,20.38,57.691,-0.425,0.889,-1.137
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,4,22310,20.401,57.651,-0.438,0.888,-1.148
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,4,12184,20.09,57.355,-0.432,0.917,-1.148
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,80,4,10388,20.111,57.368,-0.433,0.797,-1.148
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,20970,20.157,57.342,-0.44,0.945,-1.152
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,4,9273,20.355,57.677,-0.44,0.875,-1.153
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,4,17444,20.354,57.628,-0.444,1.019,-1.156
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,23830,20.926,57.902,-0.466,-0.084,-1.157
Mix_MidPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,9910,20.221,57.656,-0.447,0.814,-1.166
Mix_MidPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,23941,20.535,57.44,-0.472,0.337,-1.168
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,24217,20.98,58.067,-0.475,-0.113,-1.168
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,10146,19.994,57.423,-0.451,0.82,-1.174
Mix_MidPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | MicroPct200EMA | SmallPct200EMA,60,4,23746,20.512,57.503,-0.484,0.33,-1.183
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,4,24499,20.687,58.38,-0.475,0.329,-1.192
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,9654,20.082,57.647,-0.468,0.854,-1.193
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,21039,20.105,57.589,-0.48,0.886,-1.202
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,24087,20.799,58.14,-0.498,-0.06,-1.202
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA,80,4,8547,20.327,58.12,-0.476,0.847,-1.203
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,4,11755,20.305,58.149,-0.474,0.791,-1.203
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,4,21408,20.185,57.694,-0.486,0.745,-1.207
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,9959,19.968,57.552,-0.486,1.025,-1.214
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,4,21557,20.01,57.661,-0.486,0.846,-1.215
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,9802,19.781,57.617,-0.493,0.778,-1.232
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,4,12176,20.114,58.108,-0.496,0.789,-1.234
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,4,27118,20.837,58.618,-0.52,-0.134,-1.236
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,4,8932,20.184,58.191,-0.501,0.785,-1.238
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA,80,4,9067,20.111,58.098,-0.506,0.805,-1.243
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,24795,20.773,58.522,-0.537,-0.072,-1.254
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,4,22029,19.988,58.149,-0.512,0.928,-1.257
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,4,23341,20.629,58.375,-0.538,-0.063,-1.258
Mix_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,21322,20.067,57.978,-0.523,0.806,-1.259
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,4,9471,20.012,58.107,-0.521,0.757,-1.263
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,22207,19.915,58.147,-0.526,0.922,-1.275
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,4,22700,19.823,58.022,-0.526,0.93,-1.276
Mix_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,21592,19.934,57.96,-0.537,0.782,-1.28
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,4,8829,19.853,58.117,-0.529,0.997,-1.28
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,65,4,21398,20.026,58.112,-0.539,0.716,-1.281
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,24256,20.629,58.567,-0.562,-0.136,-1.287
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,22172,20.058,58.202,-0.551,0.689,-1.295
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,4,22167,20.025,58.278,-0.557,0.669,-1.304
