Date,Total_Universe,Advances,Declines,Above_20_EMA,Above_50_EMA,Above_200_EMA,Up_4_Count,Down_4_Count,Up_25_1M_Count,Down_25_1M_Count,New_52W_Highs,New_52W_Lows,Total_Up_Volume,Total_Down_Volume,T3_Breakouts,T3_Wins,Pct_Above_20_EMA,Pct_Above_50_EMA,Pct_Above_200_EMA,Rolling_3D_Up_4,Rolling_3D_Down_4,Net_52W_High_Low,Volume_Ratio,AD_Spread,MCO,TRIN,Large_Pct_20_EMA,Large_Pct_50_EMA,Large_Pct_200_EMA,Mid_Pct_20_EMA,Mid_Pct_50_EMA,Mid_Pct_200_EMA,Small_Pct_20_EMA,Small_Pct_50_EMA,Small_Pct_200_EMA,Micro_Pct_20_EMA,Micro_Pct_50_EMA,Micro_Pct_200_EMA
2026-02-25,2315,1227,1060,833,765,0,82,65,110,20,0,0,715215988397.01,352882399052.65,19,4,36.185925282363165,33.55263157894737,,199.0,291.0,0,2.0267828327937463,167,-16.59506000056774,0.5711254067671675,55.00000000000001,54.54545454545454,,66.66666666666666,64.42953020134227,,50.8,46.37096774193548,,30.57713651498335,28.02690582959641,
2026-02-26,2316,1259,1030,875,785,0,96,33,95,37,0,0,651103079946.85,418657929622.82,28,3,37.99392097264438,34.414730381411665,,212.0,245.0,0,1.5552149711624732,229,6.663783942529335,0.7859557165726141,56.00000000000001,56.56565656565656,,64.0,61.74496644295302,,51.2,47.983870967741936,,33.00055463117027,29.01960784313726,
2026-02-27,2313,675,1609,720,702,0,60,102,84,38,0,0,417670252821.6,1008363965653.02,21,6,31.30434782608696,30.789473684210527,,238.0,200.0,0,0.41420584932415855,-934,-31.63322340583531,1.0128182099143772,43.0,49.494949494949495,,51.67785234899329,53.37837837837838,,39.91935483870967,43.49593495934959,,27.787021630615637,26.13318410744264,
2026-03-02,2318,292,2017,462,514,0,69,458,53,27,0,0,430719229993.04,899194076867.84,21,5,20.069504778453517,22.504378283712782,,225.0,593.0,0,0.4790058576596545,-1725,-103.7689985716579,0.3022289963229571,37.0,45.45454545454545,,37.58389261744966,43.91891891891892,,26.61290322580645,33.33333333333333,,16.786703601108034,17.978782802903407,
2026-03-04,2320,326,1979,308,414,0,66,415,37,31,0,0,299193107356.01,1093144853773.0,8,4,13.379669852302346,18.094405594405593,,195.0,975.0,0,0.27369941533646563,-1653,-161.32624134557796,0.6018634027497549,21.0,41.41414141414141,,21.476510067114095,35.57046979865772,,19.35483870967742,25.203252032520325,,11.46814404432133,14.381270903010032,
2026-03-05,2320,1617,682,426,481,0,176,36,29,43,0,0,895673406846.31,330890082402.1,11,7,18.521739130434785,21.0411198600175,,311.0,909.0,0,2.706860841344814,935,-80.33105271055172,0.8759104663653052,26.0,41.0,,28.859060402684566,42.567567567567565,,25.403225806451612,29.67479674796748,,16.306156405990016,16.964285714285715,
2026-03-06,2323,817,1484,412,467,0,90,70,25,44,0,0,444520473754.2,627829705848.02,12,5,17.89748045178106,20.39301310043668,,332.0,521.0,0,0.7080271443242253,-667,-90.77851116405151,0.777567764132172,24.0,39.0,,32.21476510067114,41.891891891891895,,23.387096774193548,29.268292682926827,,15.62326869806094,16.369710467706014,
2026-03-09,2326,336,1973,293,341,0,37,453,27,61,0,0,267527510261.85,892463170085.73,2,2,12.71701388888889,14.87783595113438,,303.0,559.0,0,0.29976308180409456,-1637,-147.7571955859736,0.5681121103185035,20.0,26.0,,22.14765100671141,29.054054054054053,,18.14516129032258,23.983739837398375,,10.79136690647482,11.846496106785317,
2026-03-10,2324,1935,372,455,442,0,376,23,34,40,0,0,941281902166.6,185996751524.79,5,1,19.765421372719373,19.30131004366812,,503.0,546.0,0,5.060743773452857,1563,-35.73518478878708,1.027835657375886,28.000000000000004,37.0,,33.557046979865774,41.21621621621622,,28.225806451612907,30.48780487804878,,17.008310249307478,14.977728285077951,
2026-03-11,2324,867,1424,464,444,0,111,73,26,53,0,0,370534013969.21,702143676006.96,11,4,20.156385751520418,19.39711664482307,,524.0,549.0,0,0.5277182243894616,-557,-45.777689633248656,1.1537375183702923,26.0,31.0,,27.516778523489933,36.486486486486484,,26.104417670682732,29.1497975708502,,18.403547671840354,15.997770345596432,
2026-03-12,2326,791,1518,461,440,0,93,83,16,61,0,0,515042460640.52,699379504808.59,17,5,20.026064291920072,19.213973799126638,,580.0,179.0,0,0.7364277292923292,-727,-62.63514282709707,0.707578419686129,25.0,28.999999999999996,,34.22818791946309,37.83783783783784,,26.907630522088354,29.1497975708502,,17.627494456762747,15.76601671309192,
2026-03-13,2327,229,2087,230,309,0,27,550,14,106,0,0,173437144079.34,1018718210085.39,3,3,9.99131190269331,13.49344978165939,,231.0,706.0,0,0.170250362035476,-1858,-133.28508959370197,0.6445030681756408,12.0,25.0,,14.76510067114094,25.675675675675674,,12.449799196787147,19.02834008097166,,9.146341463414634,11.086350974930362,
2026-03-16,2330,781,1535,204,268,0,63,211,14,121,0,0,733600819024.03,508489364666.13,4,1,8.834993503681247,11.68774531181858,,183.0,844.0,0,1.4427063179664803,-754,-137.82436863118073,0.35266691629227087,11.0,17.0,,13.333333333333334,21.62162162162162,,13.253012048192772,17.479674796747968,,7.734806629834254,9.783212896053364,
2026-03-17,2327,1447,858,262,311,0,137,43,14,80,0,0,786841236588.5599,269623141357.72,3,0,11.356740355439964,13.574858140549978,,227.0,804.0,0,2.918300085902891,589,-73.86633036506913,0.5778981382417196,19.0,30.0,,14.666666666666666,25.0,,18.473895582329316,24.390243902439025,,9.679203539823009,10.239287701725097,
2026-03-18,2329,1965,346,517,403,0,430,15,14,30,0,0,850901058029.63,201765472287.33,7,1,22.380952380952383,17.575228957697338,,630.0,269.0,0,4.217277854229005,1619,32.68712400428163,1.346648465602511,27.0,30.0,,23.333333333333332,27.027027027027028,,33.87096774193548,27.755102040816325,,20.474613686534216,14.722222222222223,
2026-03-19,2330,199,2108,277,251,0,26,496,12,72,0,0,118615351785.4,970572802371.85,3,1,11.986153180441367,10.94635848233755,,593.0,554.0,0,0.12221169962254244,-1909,-52.77310812994489,0.7724487698912424,11.0,18.0,,12.666666666666668,19.463087248322147,,19.35483870967742,18.442622950819672,,10.976282404853833,8.833333333333334,
2026-03-20,2328,1354,947,381,322,0,142,40,12,63,0,0,912723834052.42,467198001612.03,3,1,16.48636953699697,14.054997817546921,,598.0,551.0,0,1.9536124531808452,407,-9.777741064058887,0.7318638068492485,17.0,20.0,,20.666666666666668,23.48993288590604,,26.61290322580645,24.59016393442623,,14.726971869829011,11.512791991101224,
2026-03-23,2331,105,2218,149,167,0,14,1262,8,128,0,0,153146774585.41,1130692523546.26,4,4,6.441850410722005,7.283035324901875,,182.0,1798.0,0,0.13544511120048003,-2113,-98.96781351740606,0.3495138767104873,7.000000000000001,12.0,,9.333333333333334,12.080536912751679,,9.67741935483871,14.754098360655737,,5.7300275482093666,5.611111111111111,
2026-03-24,2332,1912,407,280,243,0,404,44,14,96,0,0,1129169710880.45,135546037229.35,4,3,12.105490704712494,10.588235294117647,,560.0,1346.0,0,8.330525435882079,1505,6.169513602569168,0.5639246568432829,10.0,15.0,,14.666666666666666,18.79194630872483,,21.45748987854251,19.34156378600823,,10.737885462555067,8.48585690515807,
2026-03-25,2333,1886,424,490,327,0,292,31,8,65,0,0,1128749739743.48,109580303034.42,9,3,21.157167530224523,14.242160278745644,,710.0,1337.0,0,10.300662696457689,1462,93.88108072213518,0.43182786764158837,25.0,22.0,,30.0,26.845637583892618,,37.5,26.639344262295083,,17.986798679867988,11.092623405435384,
2026-03-27,2336,256,2069,292,253,0,43,829,10,115,0,0,318322653852.63,1231690997483.52,4,3,12.613390928725702,11.0239651416122,,739.0,904.0,0,0.25844359868078903,-1813,4.655065205753431,0.47875541037564806,12.0,16.0,,22.666666666666664,22.14765100671141,,22.177419354838708,22.040816326530614,,10.511832691249312,8.32870627429206,
2026-03-30,2337,288,2035,200,204,0,43,963,7,273,0,0,233594146376.98,1193649676330.01,4,3,8.639308855291576,8.885017421602788,,378.0,1823.0,0,0.1956974068765233,-1747,-68.35645338678171,0.7231743321592307,9.0,13.0,,10.0,16.0,,14.516129032258066,17.959183673469386,,7.705008255365987,6.829539144919488,
2026-04-01,2335,2175,151,492,330,0,1314,14,13,74,0,0,1093638788392.14,161385844810.7,6,4,21.252699784017278,14.385353095030515,,1400.0,1806.0,0,6.77654716042887,2024,58.110480483534644,2.125562350389211,18.0,20.0,,24.666666666666668,22.0,,31.32530120481928,24.489795918367346,,19.768722466960355,12.062256809338521,
2026-04-02,2341,1428,891,672,369,0,250,42,15,51,0,0,660462123674.71,506520105418.87,9,9,28.965517241379313,16.050456720313182,,1607.0,1019.0,0,1.3039208446172788,537,91.59915654023744,1.2291341221413286,22.0,23.0,,26.666666666666668,24.666666666666668,,35.08064516129033,24.489795918367346,,28.704720087815588,13.802660753880266,
2026-04-06,2344,1861,472,979,465,0,307,21,22,22,0,0,984042413368.2,174758605015.49002,10,7,42.143779595350836,20.208604954367665,,1871.0,77.0,0,5.6308667219868624,1389,162.37397878601718,0.700211318224152,36.0,24.0,,38.0,32.0,,45.38152610441767,26.93877551020408,,42.37938596491228,18.106312292358805,
2026-04-07,2343,1434,894,1148,557,0,178,28,31,17,0,0,704266830126.15,387005130067.81,10,6,49.41885492897116,24.206866579747935,,735.0,91.0,0,1.8197868074796075,540,179.62458191222873,0.8814366820556335,40.0,28.000000000000004,,42.0,33.33333333333333,,49.39759036144578,28.97959183673469,,50.54824561403509,22.591362126245848,
2026-04-08,2342,2171,165,2037,1078,0,1139,20,41,10,0,0,1512662588057.94,126860419553.51,26,20,87.68833405079639,46.869565217391305,,1624.0,69.0,0,11.923834032473556,2006,266.77572467557854,1.103468542218761,87.0,52.0,,80.0,54.666666666666664,,87.09677419354838,50.409836065573764,,88.43835616438356,45.459579180509415,
2026-04-09,2343,1031,1288,1947,1069,0,129,43,45,9,0,0,670364276875.66,639327967302.81,18,15,83.77796901893288,46.458061712299,,1446.0,91.0,0,1.0485452086551712,-257,226.8060731148647,0.7634061287016085,81.0,52.0,,76.0,50.66666666666667,,79.75708502024291,51.440329218106996,,85.11220580186098,45.13274336283185,
2026-04-10,2344,1990,333,2091,1421,0,325,11,102,7,0,0,1134214752389.24,172148409871.48,25,22,89.97418244406197,61.78260869565217,,1593.0,74.0,0,6.588586866584574,1657,287.19799066488,0.9070193801723554,86.0,60.0,,87.33333333333333,61.33333333333333,,85.48387096774194,63.37448559670782,,91.01861993428258,61.70448256779192,
2026-04-13,2346,810,1516,2018,1328,0,119,73,68,9,0,0,587833077053.58,689055548798.72,23,21,86.68384879725086,57.66391663048198,,573.0,127.0,0,0.8530996928731486,-706,219.24709021681875,0.6263052208546517,77.0,54.0,,85.33333333333334,61.33333333333333,,81.04838709677419,58.0246913580247,,88.08743169398907,57.51381215469613,
2026-04-15,2346,2121,216,2206,1772,0,524,17,98,7,0,0,1278936212003.6,142378545868.99,46,29,94.71876341777586,76.94311767260096,,968.0,101.0,0,8.982646958421912,1905,290.60283488264224,1.0931571161403606,94.0,66.0,,93.33333333333333,76.66666666666667,,91.90283400809717,74.79338842975206,,95.25109170305677,77.85753727222529,
2026-04-16,2346,1537,778,2201,1847,0,181,21,126,6,0,0,1017778156755.62,487803328536.2,55,40,94.50407900386432,80.19973947025619,,824.0,111.0,0,2.08645184896069,759,292.85898239750816,0.9468602916236466,92.0,70.0,,92.0,80.0,,91.90283400809717,78.92561983471074,,95.19650655021834,80.94975151849808,
2026-04-17,2344,1768,553,2242,1974,0,243,12,276,6,0,0,1188111903626.38,286501602331.82,82,55,96.38865004299227,85.82608695652173,,948.0,50.0,0,4.146964254134213,1215,316.1236936107309,0.7709511090140556,95.0,76.0,,94.66666666666667,83.33333333333334,,95.54655870445345,82.64462809917356,,96.71951886276653,87.00221238938053,
2026-04-20,2427,817,1504,2183,1880,0,104,85,278,6,0,0,651622822458.8,627302412391.89,52,32,93.77147766323024,81.66811468288445,,528.0,118.0,0,1.038769833473361,-687,239.33440322998283,0.5229436469955475,93.0,74.0,,93.33333333333333,83.33333333333334,,93.92712550607287,82.23140495867769,,93.82850901146914,81.87845303867404,
2026-04-21,2431,1545,856,2179,1927,0,163,54,280,6,0,0,937294083417.53,321336299187.56,34,13,93.5594675826535,83.74619730551935,,510.0,151.0,0,2.9168633789098513,689,241.2828879382932,0.6187833667838855,92.0,76.0,,90.0,82.66666666666667,,94.73684210526315,85.9504132231405,,93.77729257641921,83.96904367053621,
2026-04-22,2434,1404,1000,2147,1943,0,180,38,216,8,0,0,816817518550.97,529041001385.75,45,16,92.14592274678111,84.40486533449175,,447.0,177.0,0,1.5439588168211633,404,227.49242792420716,0.9093506800187995,87.0,77.0,,87.33333333333333,80.66666666666666,,93.52226720647774,85.53719008264463,,92.63502454991817,84.97237569060773,
2026-04-23,2433,797,1611,2044,1824,0,120,64,305,9,0,0,569633636659.66,766233268157.99,46,25,87.6500857632933,79.20104211897525,,463.0,156.0,0,0.7434206531234344,-814,153.66412247254254,0.6654695050160188,77.0,66.0,,80.66666666666666,74.66666666666667,,86.29032258064517,81.81818181818183,,88.98582333696837,79.95582551076753,
2026-04-24,2431,453,1958,1798,1601,0,44,164,228,8,0,0,435570768635.47,852553054979.54,17,13,77.13427713427713,69.57844415471534,,344.0,266.0,0,0.5109016571941227,-1505,55.22260069900659,0.452843567550143,73.0,61.0,,74.0,69.33333333333334,,78.62903225806451,73.66255144032921,,77.41407528641571,69.52433628318585,
2026-04-27,2434,1968,443,2016,1786,0,323,20,545,7,0,0,1069030296763.63,232969272080.25,51,17,86.4123446206601,77.55102040816327,,487.0,248.0,0,4.5887180193909725,1525,122.27898657913829,0.9681217944660518,78.0,65.0,,81.33333333333333,76.66666666666667,,87.09677419354838,80.24691358024691,,87.19346049046321,77.95580110497238,
2026-04-28,2433,964,1438,1859,1715,0,119,48,442,5,0,0,777153807607.4299,586681843309.8,36,21,79.61456102783725,74.50043440486533,,486.0,232.0,0,1.3246597222469787,-474,79.05080157375521,0.5060737563752896,72.0,65.0,,76.66666666666667,73.33333333333333,,78.62903225806451,74.8971193415638,,80.4028307022319,75.06909894969597,
2026-04-29,2432,1142,1267,1857,1717,0,110,63,352,6,0,0,922579476843.44,438100227653.7,42,18,79.49486301369863,74.58731537793223,,552.0,131.0,0,2.1058639521424642,-125,59.145449386283914,0.4280151864755635,73.0,69.0,,76.0,72.66666666666667,,79.11646586345381,75.81967213114754,,80.18508437670114,74.88938053097345,
2026-04-30,2432,800,1609,1732,1629,0,76,70,543,6,0,0,542302247111.08997,846747170416.45,30,23,74.08041060735671,70.73382544507164,,305.0,181.0,0,0.6404535687361467,-809,7.630646019064542,0.7763298638519366,61.0,61.0,,68.66666666666667,68.66666666666667,,75.1004016064257,71.72131147540983,,75.09516041326808,71.31011608623548,
2026-05-04,2435,1573,843,1805,1697,0,252,48,875,6,0,0,991465747178.87,355725281387.34,68,48,77.03798548868971,73.49501948895626,,438.0,181.0,0,2.787166948914439,730,40.497335909996636,0.6694808589115703,67.0,66.0,,74.0,70.0,,78.8,77.55102040816327,,77.59088442756375,73.64939360529218,
2026-05-05,2431,1066,1343,1732,1668,0,130,57,492,6,0,0,715446308574.25,553735023339.77,51,36,73.98547629218282,72.33304423243712,,458.0,175.0,0,1.2920373074071612,-277,18.045869087193594,0.6143362437662138,65.0,66.0,,70.0,70.66666666666667,,73.6,73.06122448979592,,74.85062466051059,72.72225289895086,
2026-05-06,2432,1871,541,1997,1884,0,259,33,478,6,0,0,1190978091200.22,315553252441.3,86,42,85.26900085397097,81.62911611785096,,641.0,138.0,0,3.774253892116021,1330,79.10963560826102,0.9163162972196273,83.0,80.0,,84.0,80.0,,88.4,86.53061224489797,,85.07057546145495,81.19139547710977,
2026-05-07,2433,1676,726,2051,1960,1073,257,20,475,4,11,0,986088635498.2,529590583809.98,115,23,87.53734528382415,84.81176979662483,51.19274809160306,646.0,110.0,11,1.8619829461510065,950,111.92360780573236,1.2398287265043513,86.0,82.0,72.16494845360825,83.33333333333334,78.66666666666666,62.16216216216216,90.8,89.38775510204081,63.20346320346321,87.52034725990234,84.8568281938326,47.22222222222222
2026-05-08,2436,1008,1400,1952,1898,1074,151,61,445,4,10,0,728793396016.62,647826518494.44,77,16,83.3119931711481,82.05793341980112,50.636492220650645,667.0,114.0,10,1.1249823451334218,-392,72.31993599554173,0.640010043814063,79.0,80.0,69.0721649484536,79.33333333333333,78.66666666666666,60.544217687074834,85.6,86.58536585365853,62.66094420600859,83.5594139989148,81.8381948266373,46.95863746958637
2026-05-11,2438,546,1873,1585,1685,976,91,212,234,5,4,0,514257974952.26,834979992466.21,46,8,67.53302087771623,72.78617710583153,45.90780809031044,499.0,293.0,4,0.615892571788126,-1327,-8.652803082148992,0.47331459796846276,60.0,64.0,59.79381443298969,62.66666666666667,70.0,56.4625850340136,75.2,80.08130081300813,61.80257510729614,67.2983216025988,72.51236943375481,41.90418435415403
2026-05-12,2435,268,2157,900,1302,790,53,687,158,5,4,0,259005257596.93,1128559984380.41,21,4,38.36317135549872,56.26620570440796,37.1066228276186,295.0,960.0,4,0.2295006567496692,-1889,-105.94123097816383,0.5413781407417432,32.0,54.0,54.63917525773196,38.0,57.333333333333336,51.70068027210885,48.8,68.42105263157895,52.56410256410257,37.32394366197183,54.650522839845905,32.58631132646881
2026-05-13,2433,1439,961,1028,1341,832,185,70,121,3,7,0,892519856097.99,443893530585.42,53,5,43.87537345283824,57.97665369649806,39.02439024390244,329.0,969.0,7,2.0106620047354546,478,-70.24313067436569,0.7447291188942643,44.0,55.00000000000001,57.73195876288659,48.0,61.74496644295302,50.68493150684932,51.2,70.96774193548387,53.84615384615385,42.53933803581118,56.05726872246696,34.803625377643506
2026-05-14,2434,1239,1170,1078,1329,847,100,86,123,5,1,0,944574039657.22,406975715252.72003,30,12,46.009389671361504,57.45784695201037,39.67213114754099,338.0,843.0,1,2.320959222513673,69,-59.82003926124645,0.45626581833042884,48.0,56.99999999999999,57.73195876288659,55.333333333333336,64.42953020134227,55.47945205479452,52.800000000000004,66.93548387096774,56.41025641025641,44.221378187737386,55.61674008810573,34.86127864897467
2026-05-15,2430,799,1597,955,1276,816,85,127,86,4,4,1,564885130472.33,727829438993.64,16,7,40.75970977379428,55.19031141868512,38.13084112149533,370.0,283.0,3,0.776122948877436,-798,-93.95919590672328,0.6446312246805085,44.0,57.99999999999999,53.608247422680414,49.333333333333336,61.74496644295302,57.534246575342465,45.2,62.24899598393574,51.48936170212765,39.28377645143787,53.52811466372657,33.63417569193742
2026-05-18,2433,584,1832,731,1057,744,72,237,65,8,4,0,520843795644.81,656457192832.43,11,6,30.14432989690722,45.599654874892146,34.76635514018692,257.0,450.0,4,0.7934162369319476,-1248,-145.17837885907235,0.4017781307433409,38.0,50.0,53.608247422680414,40.0,57.71812080536913,54.794520547945204,37.2,55.42168674698795,47.65957446808511,28.05194805194805,43.02197802197802,30.084235860409148
2026-05-19,2433,1636,767,938,1172,789,177,39,59,10,1,0,870143721307.71,416586178184.45,14,9,38.63261943986821,50.53902544200086,36.886395511921464,334.0,403.0,1,2.0887484195895514,869,-82.39488838903546,1.0211788257503067,44.0,56.00000000000001,53.608247422680414,49.333333333333336,57.04697986577181,54.109589041095894,46.800000000000004,60.6425702811245,50.212765957446805,36.46265560165975,48.325096101043385,32.5105358217941
2026-05-20,2433,1222,1175,1008,1184,803,126,51,68,6,2,1,683095692135.05,424949518663.86,10,7,41.48148148148148,50.99052540913006,37.45335820895522,375.0,327.0,1,1.607474916741297,47,-69.40302959520872,0.6469774359564254,44.0,56.00000000000001,53.608247422680414,51.33333333333333,58.38926174496645,54.48275862068965,46.800000000000004,61.6,52.320675105485236,39.89637305699482,48.65606143719145,32.91291291291291
2026-05-21,2430,1395,1004,1110,1250,836,150,41,73,5,0,0,696124025809.1799,446472636278.54,25,10,45.77319587628866,53.92579810181191,39.010732617825475,453.0,131.0,0,1.5591639201228253,391,-40.74797517851081,0.8911457051694283,50.0,56.00000000000001,55.670103092783506,55.033557046979865,62.16216216216216,58.333333333333336,50.8,62.4,53.38983050847458,44.18483904465213,51.978021978021985,34.33373349339736
2026-05-22,2435,1237,1161,1157,1264,848,112,67,71,9,4,0,671251130971.45,402400518105.11,23,15,47.593582887700535,54.365591397849464,39.496972519795065,388.0,159.0,4,1.6681169649847372,76,-31.79416377634154,0.6387206844658864,49.0,56.00000000000001,55.670103092783506,57.71812080536913,63.51351351351351,57.638888888888886,51.6,62.0,53.191489361702125,46.22153209109731,52.490421455938694,35.0688210652304
2026-05-25,2441,1754,661,1471,1450,916,239,47,86,5,7,0,912304217056.89,220327361460.66998,19,10,60.4603370324702,62.33877901977644,42.58484425848443,501.0,155.0,7,4.140675996864793,1093,26.870315791394894,0.6408507261523856,62.0,66.0,60.824742268041234,71.14093959731544,72.2972972972973,60.416666666666664,65.2,69.19999999999999,57.02127659574469,58.94519131334023,60.393873085339166,37.97014925373134
2026-05-26,2441,1134,1273,1443,1422,930,133,70,101,5,3,0,715693140064.51,520690823774.3,30,7,59.33388157894737,61.134995700773864,43.215613382899626,484.0,184.0,3,1.3745069192411228,-139,15.29409424285257,0.6480935816774092,66.0,66.0,57.73195876288659,71.81208053691275,70.94594594594594,63.19444444444444,65.2,70.8,58.723404255319146,57.26849456802897,58.7527352297593,38.48448687350835
2026-05-27,2439,1291,1126,1475,1449,945,164,63,81,4,3,0,925103643015.95,409829134349.33,39,13,60.69958847736625,62.295786758383485,43.89224338132838,536.0,180.0,3,2.257291064683442,165,20.519954347634616,0.5079258187008077,68.0,64.0,61.855670103092784,72.48322147651007,74.32432432432432,61.80555555555556,66.0,70.8,57.446808510638306,58.7260486794407,60.0656455142232,39.41562313655337
2026-05-29,2444,676,1749,1190,1292,887,137,194,83,8,8,1,861891788074.77,1952950625714.57,27,11,48.9108096999589,55.47445255474452,41.17920148560817,434.0,327.0,7,0.4413279970961728,-1073,-37.01453503451491,0.8757807746817301,55.00000000000001,61.0,61.855670103092784,58.38926174496645,63.51351351351351,56.25,51.6,60.4,53.191489361702125,47.51809720785936,53.85035499726926,37.00834326579261
2026-06-01,2442,716,1708,896,1129,827,105,216,81,11,4,1,454061804117.33,828422713092.29,18,7,36.82696259761612,48.49656357388316,38.34028743625406,406.0,473.0,3,0.548104001665871,-992,-81.97145078108018,0.7648251897413509,50.0,56.00000000000001,61.855670103092784,42.95302013422819,57.04697986577181,53.47222222222222,41.6,56.62650602409639,51.69491525423729,35.05687693898656,46.28415300546448,33.80952380952381
2026-06-02,2443,1498,901,1030,1191,862,179,48,95,9,6,0,952284347947.51,441664839861.29,28,6,42.35197368421053,51.15979381443299,39.92589161648912,421.0,458.0,6,2.156124422864247,597,-40.549756490488086,0.771104439374156,52.0,57.99999999999999,63.91752577319587,48.322147651006716,60.40268456375839,52.083333333333336,51.6,60.6425702811245,53.61702127659574,40.19658561821004,48.743169398907106,35.59120617944148
2026-06-03,2441,951,1460,946,1135,849,95,78,80,14,4,0,683129378690.51,599517460292.4,12,4,38.91402714932127,48.77524709926945,39.32376100046318,379.0,342.0,4,1.1394653599516364,-509,-60.23145908957941,0.5716451643955713,47.0,53.0,61.855670103092784,48.322147651006716,57.04697986577181,53.47222222222222,48.4,57.831325301204814,52.76595744680851,36.542443064182194,46.6375068343357,34.93761140819964
2026-06-04,2443,1282,1136,1054,1146,876,154,43,95,12,10,1,807479003822.45,453498176187.03,16,6,43.32100287710645,49.163449163449165,40.53678852383156,428.0,169.0,9,1.7805562320225339,146,-44.00815751635457,0.6338025761063372,49.0,55.00000000000001,60.824742268041234,53.691275167785236,59.06040268456376,56.25,51.6,58.63453815261044,52.76595744680851,41.15822130299897,46.75395526459356,36.32047477744807
2026-06-05,2441,1081,1325,1033,1169,890,113,63,80,13,3,1,618779790861.42,578839394889.03,16,5,42.457870941224826,50.2147766323024,41.2037037037037,362.0,184.0,2,1.069000825313519,-244,-49.417193883665576,0.7631884253813276,43.0,52.0,60.824742268041234,52.0,57.71812080536913,56.25,50.4,59.43775100401606,53.61702127659574,40.66218313502328,48.25136612021858,37.05463182897862
2026-06-08,2438,392,2030,707,879,797,47,249,53,28,5,3,247099753052.75,809413633067.49,7,2,29.106628242074926,37.7415199656505,36.84697179842811,314.0,355.0,2,0.30528242045540294,-1638,-123.49483400829817,0.6325403473529945,30.0,41.0,57.73195876288659,36.0,51.006711409395976,53.47222222222222,39.2,49.79919678714859,52.13675213675214,27.216174183514774,34.84434735117422,32.10900473933649
2026-06-09,2440,1849,571,968,1100,867,237,39,63,27,1,2,897300905373.96,261967093299.65,24,16,39.81900452488688,47.19004719004719,40.06469500924214,397.0,351.0,-1,3.425242819884102,1278,-40.41374214481755,0.9453865913286373,44.0,51.0,59.79381443298969,50.0,57.71812080536913,57.638888888888886,50.8,56.22489959839358,54.506437768240346,37.38995339202486,44.89907255864702,35.44378698224852
2026-06-10,2443,575,1844,770,916,806,67,160,63,27,1,1,421079776775.27,736470163681.95,15,11,31.648170982326345,39.27958833619211,37.19427780341486,351.0,448.0,0,0.5717540201079275,-1269,-96.5273398908175,0.545378108148963,38.0,43.0,57.73195876288659,38.666666666666664,49.664429530201346,51.388888888888886,44.0,51.00401606425703,52.13675213675214,29.17744438696327,36.6412213740458,32.74231678486997
2026-06-11,2441,585,1837,638,812,746,52,127,72,16,1,1,424241060842.91,633236588575.31,9,5,26.244343891402718,34.775160599571734,34.425473004153204,356.0,326.0,0,0.6699566457407657,-1252,-143.17182926419338,0.47533523715719944,28.000000000000004,44.0,55.670103092783506,34.0,45.63758389261745,47.91666666666667,36.4,46.58634538152611,50.0,24.236147074054895,31.790963527490472,29.905437352245862
2026-06-12,2443,2124,298,1170,1126,896,445,13,90,13,2,0,1056361904587.65,97466166953.72,30,23,48.06902218570255,48.20205479452055,41.32841328413284,564.0,300.0,2,10.838242003283105,1826,-28.43700853210879,0.6576266498101173,50.0,53.0,62.88659793814433,57.99999999999999,59.06040268456376,56.25,58.4,59.599999999999994,55.55555555555556,45.863495346432266,45.50898203592814,36.85764914353219
2026-06-15,2446,1888,537,1569,1402,982,296,27,103,11,2,0,1072976558710.29,252292311947.57,61,44,64.48828606658446,60.01712328767124,45.25345622119816,793.0,167.0,2,4.252910246940133,1351,46.05344823648406,0.8266877205686316,62.0,59.0,62.88659793814433,68.66666666666667,68.45637583892618,60.83916083916085,72.8,70.8,58.723404255319146,63.21779617175375,57.92052259118128,41.06194690265487
2026-06-16,2448,1396,1027,1634,1487,1004,148,40,111,9,2,0,781317718730.44,376071639131.66,36,24,67.1047227926078,63.51986330627937,46.20340543028072,889.0,80.0,2,2.0775768163012915,369,60.412521532448544,0.6542713214019814,67.0,64.0,64.58333333333334,68.66666666666667,69.79865771812081,62.5,79.2,74.4,61.702127659574465,65.42635658914729,61.50922909880565,41.63722025912839
2026-06-17,2447,1388,1026,1662,1526,1019,143,33,132,7,1,0,921554854245.09,357685165004.55,53,36,68.28266228430567,65.15798462852263,46.91528545119705,587.0,100.0,1,2.5764413635404497,362,72.03746659283593,0.5250756061680603,73.0,67.0,65.625,72.66666666666667,72.48322147651007,61.111111111111114,79.2,75.6,61.53846153846154,66.28748707342295,63.04937601736299,42.638398115429915
2026-06-18,2447,1426,992,1723,1555,1040,144,36,128,6,3,0,848701605111.89,430528915963.22,68,32,70.81792026304973,66.39624252775405,47.83808647654094,435.0,109.0,3,1.9712998909983162,434,85.21660728650298,0.7292142644357753,71.0,69.0,67.70833333333334,76.0,73.15436241610739,63.63636363636363,82.0,75.6,63.829787234042556,68.96016554578375,64.46011937059143,43.1764705882353
